"Time","Var","EPU","Value","Units"
2009,"Bluefish","MAB",0.994576594250007,"MeanCond"
2010,"Bluefish","MAB",0.984090762282315,"MeanCond"
2011,"Bluefish","MAB",0.972566194785672,"MeanCond"
2012,"Bluefish","MAB",0.970943875167986,"MeanCond"
2013,"Bluefish","MAB",1.00196396615651,"MeanCond"
2014,"Bluefish","MAB",0.96326827990163,"MeanCond"
2015,"Bluefish","MAB",1.00304806047441,"MeanCond"
2016,"Bluefish","MAB",1.00359578084029,"MeanCond"
2018,"Bluefish","MAB",1.01925481798849,"MeanCond"
2019,"Bluefish","MAB",1.03085063184791,"MeanCond"
2021,"Bluefish","MAB",0.985787515607565,"MeanCond"
2022,"Bluefish","MAB",1.05256568051115,"MeanCond"
2023,"Bluefish","MAB",1.02235538289354,"MeanCond"
2024,"Bluefish","MAB",1.05160052324247,"MeanCond"
1996,"Bluntnose stingray","MAB",1.03156297922912,"MeanCond"
1997,"Bluntnose stingray","MAB",1.02082617590074,"MeanCond"
1998,"Bluntnose stingray","MAB",0.995402345100906,"MeanCond"
1999,"Bluntnose stingray","MAB",0.930624561622001,"MeanCond"
2000,"Bluntnose stingray","MAB",1.00654358970252,"MeanCond"
2001,"Bluntnose stingray","MAB",0.939429842834399,"MeanCond"
2002,"Bluntnose stingray","MAB",0.887105849945514,"MeanCond"
2003,"Bluntnose stingray","MAB",0.971121317690973,"MeanCond"
2004,"Bluntnose stingray","MAB",0.950350968254283,"MeanCond"
2005,"Bluntnose stingray","MAB",0.96102382489668,"MeanCond"
2006,"Bluntnose stingray","MAB",0.971444399200301,"MeanCond"
2007,"Bluntnose stingray","MAB",0.898679401568699,"MeanCond"
2008,"Bluntnose stingray","MAB",0.952379868506529,"MeanCond"
2009,"Bluntnose stingray","MAB",0.994374835860899,"MeanCond"
2010,"Bluntnose stingray","MAB",0.982192624307311,"MeanCond"
2011,"Bluntnose stingray","MAB",1.00158708857172,"MeanCond"
2012,"Bluntnose stingray","MAB",0.971458259660252,"MeanCond"
2013,"Bluntnose stingray","MAB",0.880356463556089,"MeanCond"
2014,"Bluntnose stingray","MAB",0.995113164809287,"MeanCond"
2015,"Bluntnose stingray","MAB",0.873089657316015,"MeanCond"
2016,"Bluntnose stingray","MAB",0.965471757236285,"MeanCond"
2018,"Bluntnose stingray","MAB",1.0360994934026,"MeanCond"
2019,"Bluntnose stingray","MAB",1.02197989896388,"MeanCond"
2021,"Bluntnose stingray","MAB",0.980246022548766,"MeanCond"
2022,"Bluntnose stingray","MAB",1.00281854356695,"MeanCond"
2023,"Bluntnose stingray","MAB",0.986207397124522,"MeanCond"
2024,"Bluntnose stingray","MAB",0.990998096270206,"MeanCond"
1996,"Bullnose ray","MAB",0.995670495012301,"MeanCond"
1997,"Bullnose ray","MAB",1.02090679258882,"MeanCond"
1998,"Bullnose ray","MAB",0.997305342198978,"MeanCond"
1999,"Bullnose ray","MAB",0.977087684493191,"MeanCond"
2000,"Bullnose ray","MAB",1.01547216928553,"MeanCond"
2001,"Bullnose ray","MAB",0.943110907865626,"MeanCond"
2002,"Bullnose ray","MAB",0.971995476756589,"MeanCond"
2003,"Bullnose ray","MAB",0.982410107143695,"MeanCond"
2004,"Bullnose ray","MAB",0.980608650253759,"MeanCond"
2005,"Bullnose ray","MAB",0.947675811330981,"MeanCond"
2006,"Bullnose ray","MAB",0.968266748194791,"MeanCond"
2007,"Bullnose ray","MAB",0.957985404250107,"MeanCond"
2008,"Bullnose ray","MAB",0.947103007141434,"MeanCond"
2009,"Bullnose ray","MAB",0.995431841522498,"MeanCond"
2010,"Bullnose ray","MAB",0.98683916421972,"MeanCond"
2011,"Bullnose ray","MAB",1.00393460927925,"MeanCond"
2012,"Bullnose ray","MAB",0.998603069090951,"MeanCond"
2013,"Bullnose ray","MAB",0.960404641662105,"MeanCond"
2014,"Bullnose ray","MAB",0.993545581777758,"MeanCond"
2015,"Bullnose ray","MAB",0.954688916444483,"MeanCond"
2016,"Bullnose ray","MAB",1.00218989641316,"MeanCond"
2018,"Bullnose ray","MAB",1.01107829890007,"MeanCond"
2019,"Bullnose ray","MAB",0.970739704491973,"MeanCond"
2021,"Bullnose ray","MAB",0.986458482507447,"MeanCond"
2022,"Bullnose ray","MAB",0.920253031688125,"MeanCond"
2023,"Bullnose ray","MAB",1.00186515961281,"MeanCond"
2024,"Bullnose ray","MAB",1.01889139663875,"MeanCond"
1992,"Butterfish","GB",1.0269113965841,"MeanCond"
1993,"Butterfish","GB",1.03454373663852,"MeanCond"
1994,"Butterfish","GB",1.03744281744751,"MeanCond"
1995,"Butterfish","GB",1.01306590909965,"MeanCond"
1996,"Butterfish","GB",0.999589580834473,"MeanCond"
1997,"Butterfish","GB",1.00888800075564,"MeanCond"
1998,"Butterfish","GB",0.967177756872989,"MeanCond"
1999,"Butterfish","GB",0.981299228869048,"MeanCond"
2000,"Butterfish","GB",1.08929954095276,"MeanCond"
2001,"Butterfish","GB",0.954841834372778,"MeanCond"
2002,"Butterfish","GB",0.975379691741441,"MeanCond"
2003,"Butterfish","GB",0.930560470346929,"MeanCond"
2004,"Butterfish","GB",0.858415860434659,"MeanCond"
2005,"Butterfish","GB",0.852910073751388,"MeanCond"
2006,"Butterfish","GB",0.913860053937933,"MeanCond"
2007,"Butterfish","GB",0.98661357351257,"MeanCond"
2008,"Butterfish","GB",0.897852071292567,"MeanCond"
2009,"Butterfish","GB",0.927837687374812,"MeanCond"
2010,"Butterfish","GB",0.914697183681979,"MeanCond"
2011,"Butterfish","GB",0.935317081517755,"MeanCond"
2012,"Butterfish","GB",0.968402764009732,"MeanCond"
2013,"Butterfish","GB",1.00525551641217,"MeanCond"
2014,"Butterfish","GB",0.997631220357652,"MeanCond"
2015,"Butterfish","GB",1.0279791541326,"MeanCond"
2016,"Butterfish","GB",1.04020753639043,"MeanCond"
2018,"Butterfish","GB",1.03033337695052,"MeanCond"
2019,"Butterfish","GB",0.995511484554528,"MeanCond"
2021,"Butterfish","GB",0.988262225688845,"MeanCond"
2022,"Butterfish","GB",0.979698360906247,"MeanCond"
2023,"Butterfish","GB",0.900786245757601,"MeanCond"
2024,"Butterfish","GB",1.01049109790439,"MeanCond"
1992,"Butterfish","GOM",1.00098732803721,"MeanCond"
1993,"Butterfish","GOM",1.06388308647228,"MeanCond"
1994,"Butterfish","GOM",0.98730530812522,"MeanCond"
1995,"Butterfish","GOM",0.992513009561886,"MeanCond"
1996,"Butterfish","GOM",1.0539766959981,"MeanCond"
1997,"Butterfish","GOM",0.91346603032531,"MeanCond"
1998,"Butterfish","GOM",0.988998094925384,"MeanCond"
1999,"Butterfish","GOM",0.963103884213011,"MeanCond"
2000,"Butterfish","GOM",1.05422730118998,"MeanCond"
2001,"Butterfish","GOM",0.925018640021478,"MeanCond"
2002,"Butterfish","GOM",0.900923546634893,"MeanCond"
2003,"Butterfish","GOM",0.906000087074732,"MeanCond"
2004,"Butterfish","GOM",0.742311728512607,"MeanCond"
2005,"Butterfish","GOM",0.77444899529956,"MeanCond"
2006,"Butterfish","GOM",0.905535434552438,"MeanCond"
2007,"Butterfish","GOM",0.974119094622965,"MeanCond"
2008,"Butterfish","GOM",0.855077866867764,"MeanCond"
2009,"Butterfish","GOM",0.952455597711534,"MeanCond"
2010,"Butterfish","GOM",0.973766394907854,"MeanCond"
2011,"Butterfish","GOM",0.959792819571414,"MeanCond"
2012,"Butterfish","GOM",1.03929873154503,"MeanCond"
2013,"Butterfish","GOM",0.995423508733795,"MeanCond"
2014,"Butterfish","GOM",1.01702595354462,"MeanCond"
2015,"Butterfish","GOM",0.987958482266572,"MeanCond"
2016,"Butterfish","GOM",0.998975171635274,"MeanCond"
2018,"Butterfish","GOM",0.988000110203777,"MeanCond"
2019,"Butterfish","GOM",0.962082401980504,"MeanCond"
2021,"Butterfish","GOM",0.968425631602835,"MeanCond"
2022,"Butterfish","GOM",0.925597586182806,"MeanCond"
2023,"Butterfish","GOM",0.972624223979554,"MeanCond"
2024,"Butterfish","GOM",0.990543161160914,"MeanCond"
1992,"Butterfish","MAB",0.976626248437473,"MeanCond"
1993,"Butterfish","MAB",1.02899506919448,"MeanCond"
1994,"Butterfish","MAB",0.984181957244106,"MeanCond"
1995,"Butterfish","MAB",1.04696418452952,"MeanCond"
1996,"Butterfish","MAB",1.03248218278324,"MeanCond"
1997,"Butterfish","MAB",0.989850319299696,"MeanCond"
1998,"Butterfish","MAB",1.00978061391567,"MeanCond"
1999,"Butterfish","MAB",1.06272625112117,"MeanCond"
2000,"Butterfish","MAB",1.02691077897992,"MeanCond"
2001,"Butterfish","MAB",0.944172584407296,"MeanCond"
2002,"Butterfish","MAB",0.939735349177398,"MeanCond"
2003,"Butterfish","MAB",1.01131712929489,"MeanCond"
2004,"Butterfish","MAB",0.946956025637331,"MeanCond"
2005,"Butterfish","MAB",0.918103802175518,"MeanCond"
2006,"Butterfish","MAB",0.975634384481053,"MeanCond"
2007,"Butterfish","MAB",0.992907502836198,"MeanCond"
2008,"Butterfish","MAB",0.910344119603093,"MeanCond"
2009,"Butterfish","MAB",0.997805611808186,"MeanCond"
2010,"Butterfish","MAB",1.01226970832027,"MeanCond"
2011,"Butterfish","MAB",1.03285319669319,"MeanCond"
2012,"Butterfish","MAB",1.01920054906377,"MeanCond"
2013,"Butterfish","MAB",1.04910977009947,"MeanCond"
2014,"Butterfish","MAB",1.00384796433975,"MeanCond"
2015,"Butterfish","MAB",1.01858123840354,"MeanCond"
2016,"Butterfish","MAB",1.07417821926804,"MeanCond"
2018,"Butterfish","MAB",1.02219457073057,"MeanCond"
2019,"Butterfish","MAB",1.04522588133787,"MeanCond"
2021,"Butterfish","MAB",0.996444941641114,"MeanCond"
2022,"Butterfish","MAB",0.990331632491509,"MeanCond"
2023,"Butterfish","MAB",1.0245457958899,"MeanCond"
2024,"Butterfish","MAB",1.04372993196667,"MeanCond"
1992,"Butterfish","SS",1.009316061318,"MeanCond"
1993,"Butterfish","SS",1.1261913793793,"MeanCond"
1994,"Butterfish","SS",0.961574693401887,"MeanCond"
1995,"Butterfish","SS",1.0813782311161,"MeanCond"
1997,"Butterfish","SS",0.824215048160208,"MeanCond"
1998,"Butterfish","SS",0.937719856710152,"MeanCond"
1999,"Butterfish","SS",0.911607090414511,"MeanCond"
2001,"Butterfish","SS",0.838480413959461,"MeanCond"
2002,"Butterfish","SS",0.916678207140912,"MeanCond"
2003,"Butterfish","SS",0.811240660555458,"MeanCond"
2006,"Butterfish","SS",0.948491570134861,"MeanCond"
2008,"Butterfish","SS",0.971873566855928,"MeanCond"
2009,"Butterfish","SS",0.856940344169378,"MeanCond"
2010,"Butterfish","SS",0.958905138009833,"MeanCond"
2011,"Butterfish","SS",0.92744319283782,"MeanCond"
2012,"Butterfish","SS",1.12543995491574,"MeanCond"
2013,"Butterfish","SS",0.908012207987442,"MeanCond"
2014,"Butterfish","SS",1.08433701194888,"MeanCond"
2015,"Butterfish","SS",0.88267044078154,"MeanCond"
2016,"Butterfish","SS",0.948731540511459,"MeanCond"
2021,"Butterfish","SS",0.782866172775758,"MeanCond"
2022,"Butterfish","SS",0.978548603555114,"MeanCond"
1992,"Butterfish",NA,0.775090987538811,"MeanCond"
1993,"Butterfish",NA,1.12912655779499,"MeanCond"
1994,"Butterfish",NA,1.02541845521775,"MeanCond"
1995,"Butterfish",NA,1.031834636993,"MeanCond"
1996,"Butterfish",NA,1.14091738377959,"MeanCond"
1999,"Butterfish",NA,1.13889421656169,"MeanCond"
2000,"Butterfish",NA,1.05264617223427,"MeanCond"
2001,"Butterfish",NA,0.995620782310929,"MeanCond"
2002,"Butterfish",NA,1.0154579913476,"MeanCond"
2005,"Butterfish",NA,0.993246080594084,"MeanCond"
2006,"Butterfish",NA,1.02556368490213,"MeanCond"
2008,"Butterfish",NA,1.09427308570776,"MeanCond"
2009,"Butterfish",NA,1.0725306335883,"MeanCond"
2010,"Butterfish",NA,1.05089208792978,"MeanCond"
2011,"Butterfish",NA,1.13569377650297,"MeanCond"
2012,"Butterfish",NA,1.03282243630387,"MeanCond"
2013,"Butterfish",NA,1.0486087835762,"MeanCond"
2014,"Butterfish",NA,1.04688849949934,"MeanCond"
2015,"Butterfish",NA,0.98332918007349,"MeanCond"
2016,"Butterfish",NA,1.0844160260257,"MeanCond"
2019,"Butterfish",NA,0.931795675316689,"MeanCond"
2021,"Butterfish",NA,0.977128804272474,"MeanCond"
2022,"Butterfish",NA,1.1267461803255,"MeanCond"
2023,"Butterfish",NA,0.94838824101396,"MeanCond"
2024,"Butterfish",NA,1.07484514375696,"MeanCond"
1994,"Clearnose skate","MAB",1.01283059316805,"MeanCond"
1995,"Clearnose skate","MAB",1.02454734355933,"MeanCond"
1996,"Clearnose skate","MAB",1.00017328215824,"MeanCond"
1999,"Clearnose skate","MAB",1.03491889766751,"MeanCond"
2000,"Clearnose skate","MAB",0.990892415756352,"MeanCond"
2001,"Clearnose skate","MAB",0.987468254515257,"MeanCond"
2002,"Clearnose skate","MAB",1.03159807553519,"MeanCond"
2003,"Clearnose skate","MAB",0.993381193381048,"MeanCond"
2004,"Clearnose skate","MAB",0.951687483424667,"MeanCond"
2005,"Clearnose skate","MAB",0.92768046700458,"MeanCond"
2006,"Clearnose skate","MAB",0.986180567294984,"MeanCond"
2007,"Clearnose skate","MAB",0.97168512334866,"MeanCond"
2008,"Clearnose skate","MAB",0.976549075626094,"MeanCond"
2009,"Clearnose skate","MAB",1.01805705621651,"MeanCond"
2010,"Clearnose skate","MAB",1.00832258992562,"MeanCond"
2011,"Clearnose skate","MAB",1.0317078667496,"MeanCond"
2012,"Clearnose skate","MAB",0.980959611276178,"MeanCond"
2013,"Clearnose skate","MAB",0.992107672267545,"MeanCond"
2014,"Clearnose skate","MAB",0.986380847615071,"MeanCond"
2015,"Clearnose skate","MAB",0.97452056839088,"MeanCond"
2016,"Clearnose skate","MAB",0.999375993445469,"MeanCond"
2018,"Clearnose skate","MAB",1.03276565935143,"MeanCond"
2019,"Clearnose skate","MAB",1.01001636194302,"MeanCond"
2021,"Clearnose skate","MAB",1.01730698363257,"MeanCond"
2022,"Clearnose skate","MAB",1.00858679268284,"MeanCond"
2023,"Clearnose skate","MAB",1.03008066236636,"MeanCond"
2024,"Clearnose skate","MAB",0.998759366780819,"MeanCond"
1996,"Cownose ray","MAB",0.952214321334434,"MeanCond"
1998,"Cownose ray","MAB",1.01424393191145,"MeanCond"
1999,"Cownose ray","MAB",0.973101752989958,"MeanCond"
2000,"Cownose ray","MAB",0.980100501502994,"MeanCond"
2002,"Cownose ray","MAB",0.921069728937894,"MeanCond"
2003,"Cownose ray","MAB",0.91374761123682,"MeanCond"
2004,"Cownose ray","MAB",0.821340727071614,"MeanCond"
2005,"Cownose ray","MAB",0.98567278191239,"MeanCond"
2006,"Cownose ray","MAB",0.95879696126499,"MeanCond"
2007,"Cownose ray","MAB",0.936186751962254,"MeanCond"
2008,"Cownose ray","MAB",0.93590817282818,"MeanCond"
2009,"Cownose ray","MAB",0.899071355819717,"MeanCond"
2011,"Cownose ray","MAB",0.982308370013867,"MeanCond"
2012,"Cownose ray","MAB",0.900754920327836,"MeanCond"
2016,"Cownose ray","MAB",0.95881473603235,"MeanCond"
2018,"Cownose ray","MAB",0.969919481604313,"MeanCond"
2019,"Cownose ray","MAB",0.854540206263841,"MeanCond"
2021,"Cownose ray","MAB",0.832419522484523,"MeanCond"
2023,"Cownose ray","MAB",0.967314960098288,"MeanCond"
2024,"Cownose ray","MAB",0.943447484172055,"MeanCond"
1992,"Cusk","GOM",0.971804498239798,"MeanCond"
1993,"Cusk","GOM",0.968983950455904,"MeanCond"
1995,"Cusk","GOM",0.986511715427284,"MeanCond"
1996,"Cusk","GOM",0.969973117634602,"MeanCond"
1997,"Cusk","GOM",0.992379243498044,"MeanCond"
1998,"Cusk","GOM",1.01033935937044,"MeanCond"
1999,"Cusk","GOM",0.979325664991977,"MeanCond"
2000,"Cusk","GOM",1.07123082007349,"MeanCond"
2001,"Cusk","GOM",0.927537397909111,"MeanCond"
2002,"Cusk","GOM",0.993360154175476,"MeanCond"
2003,"Cusk","GOM",0.971692462252631,"MeanCond"
2004,"Cusk","GOM",0.939212411145886,"MeanCond"
2005,"Cusk","GOM",0.972931972233656,"MeanCond"
2006,"Cusk","GOM",0.989069220092595,"MeanCond"
2008,"Cusk","GOM",0.9942748072992,"MeanCond"
2009,"Cusk","GOM",0.973669607042358,"MeanCond"
2010,"Cusk","GOM",0.951725960781172,"MeanCond"
2011,"Cusk","GOM",0.872890150670847,"MeanCond"
2012,"Cusk","GOM",0.945691655034584,"MeanCond"
2014,"Cusk","GOM",0.992904155613013,"MeanCond"
2015,"Cusk","GOM",1.00929193221161,"MeanCond"
2016,"Cusk","GOM",1.01603262902462,"MeanCond"
2017,"Cusk","GOM",0.932325130884508,"MeanCond"
2018,"Cusk","GOM",1.00946904853916,"MeanCond"
2019,"Cusk","GOM",0.963454822561917,"MeanCond"
2021,"Cusk","GOM",0.996323018427356,"MeanCond"
2022,"Cusk","GOM",0.978476807400248,"MeanCond"
2023,"Cusk","GOM",0.966567854420542,"MeanCond"
2024,"Cusk","GOM",0.996936422176994,"MeanCond"
1992,"Fourspot","GB",0.99652913802692,"MeanCond"
1993,"Fourspot","GB",0.952338376054298,"MeanCond"
1994,"Fourspot","GB",1.01792411951809,"MeanCond"
1995,"Fourspot","GB",0.961946273542442,"MeanCond"
1996,"Fourspot","GB",0.921107092007862,"MeanCond"
1997,"Fourspot","GB",1.05514306851809,"MeanCond"
1998,"Fourspot","GB",1.04504555963387,"MeanCond"
1999,"Fourspot","GB",1.02482448290919,"MeanCond"
2000,"Fourspot","GB",0.994832803407463,"MeanCond"
2001,"Fourspot","GB",0.980974157425111,"MeanCond"
2002,"Fourspot","GB",1.04024842849533,"MeanCond"
2003,"Fourspot","GB",1.02325816802827,"MeanCond"
2004,"Fourspot","GB",0.955348848296621,"MeanCond"
2005,"Fourspot","GB",0.986530619251076,"MeanCond"
2006,"Fourspot","GB",1.00517163884869,"MeanCond"
2007,"Fourspot","GB",1.00672078833509,"MeanCond"
2008,"Fourspot","GB",1.02575053091364,"MeanCond"
2009,"Fourspot","GB",0.985804625203841,"MeanCond"
2010,"Fourspot","GB",1.03080480612376,"MeanCond"
2011,"Fourspot","GB",1.01085439105777,"MeanCond"
2012,"Fourspot","GB",1.03994561081182,"MeanCond"
2013,"Fourspot","GB",1.10024150269298,"MeanCond"
2014,"Fourspot","GB",0.989820521338221,"MeanCond"
2015,"Fourspot","GB",1.05510234991957,"MeanCond"
2016,"Fourspot","GB",1.05054855589385,"MeanCond"
2017,"Fourspot","GB",1.08717130404374,"MeanCond"
2018,"Fourspot","GB",1.03651272277037,"MeanCond"
2019,"Fourspot","GB",1.06524931604766,"MeanCond"
2021,"Fourspot","GB",1.04182854247576,"MeanCond"
2022,"Fourspot","GB",1.05282119633941,"MeanCond"
2023,"Fourspot","GB",1.08856072175433,"MeanCond"
2024,"Fourspot","GB",1.00883905052858,"MeanCond"
1992,"Fourspot","GOM",1.0861817611536,"MeanCond"
1993,"Fourspot","GOM",1.06666400432602,"MeanCond"
1994,"Fourspot","GOM",1.09069242324235,"MeanCond"
1995,"Fourspot","GOM",1.01925436108844,"MeanCond"
1996,"Fourspot","GOM",1.02943807348711,"MeanCond"
1997,"Fourspot","GOM",1.08167577272675,"MeanCond"
1998,"Fourspot","GOM",1.02207331569063,"MeanCond"
1999,"Fourspot","GOM",1.1044242257756,"MeanCond"
2000,"Fourspot","GOM",0.998003570841268,"MeanCond"
2001,"Fourspot","GOM",1.02936766234426,"MeanCond"
2002,"Fourspot","GOM",1.0559500326833,"MeanCond"
2003,"Fourspot","GOM",1.05301283596486,"MeanCond"
2004,"Fourspot","GOM",1.0380844623748,"MeanCond"
2005,"Fourspot","GOM",1.04126134867575,"MeanCond"
2006,"Fourspot","GOM",1.06323552610581,"MeanCond"
2007,"Fourspot","GOM",1.06095095796559,"MeanCond"
2008,"Fourspot","GOM",1.04591857870095,"MeanCond"
2009,"Fourspot","GOM",1.06193297414651,"MeanCond"
2010,"Fourspot","GOM",1.00305388371612,"MeanCond"
2011,"Fourspot","GOM",1.06965032349254,"MeanCond"
2012,"Fourspot","GOM",1.01804708400295,"MeanCond"
2013,"Fourspot","GOM",1.05158583180326,"MeanCond"
2014,"Fourspot","GOM",1.04544998896599,"MeanCond"
2015,"Fourspot","GOM",1.05847727414319,"MeanCond"
2016,"Fourspot","GOM",1.05728176542081,"MeanCond"
2017,"Fourspot","GOM",1.08635389776058,"MeanCond"
2018,"Fourspot","GOM",1.08242766145982,"MeanCond"
2019,"Fourspot","GOM",1.09977358878206,"MeanCond"
2021,"Fourspot","GOM",1.0361149837889,"MeanCond"
2022,"Fourspot","GOM",1.04815738747951,"MeanCond"
2023,"Fourspot","GOM",1.03583791668829,"MeanCond"
2024,"Fourspot","GOM",1.04399349213644,"MeanCond"
1992,"Fourspot","MAB",1.01488732192623,"MeanCond"
1993,"Fourspot","MAB",1.01074168738691,"MeanCond"
1994,"Fourspot","MAB",1.02610131551549,"MeanCond"
1995,"Fourspot","MAB",0.981310306093997,"MeanCond"
1996,"Fourspot","MAB",0.972494065487372,"MeanCond"
1997,"Fourspot","MAB",0.990241363063929,"MeanCond"
1998,"Fourspot","MAB",1.00991319217899,"MeanCond"
1999,"Fourspot","MAB",0.999866173021164,"MeanCond"
2000,"Fourspot","MAB",1.01352505695416,"MeanCond"
2001,"Fourspot","MAB",0.955740201115836,"MeanCond"
2002,"Fourspot","MAB",0.961040141882118,"MeanCond"
2003,"Fourspot","MAB",0.976678065380613,"MeanCond"
2004,"Fourspot","MAB",0.990037443338581,"MeanCond"
2005,"Fourspot","MAB",0.999136165938212,"MeanCond"
2006,"Fourspot","MAB",0.992500258702399,"MeanCond"
2007,"Fourspot","MAB",0.943282794060384,"MeanCond"
2008,"Fourspot","MAB",0.96961197681576,"MeanCond"
2009,"Fourspot","MAB",1.00041979501716,"MeanCond"
2010,"Fourspot","MAB",1.02947668985809,"MeanCond"
2011,"Fourspot","MAB",1.00822735461492,"MeanCond"
2012,"Fourspot","MAB",0.97128272287494,"MeanCond"
2013,"Fourspot","MAB",1.01807522124076,"MeanCond"
2014,"Fourspot","MAB",1.01368561974586,"MeanCond"
2015,"Fourspot","MAB",1.0044202925733,"MeanCond"
2016,"Fourspot","MAB",1.02142110604096,"MeanCond"
2018,"Fourspot","MAB",0.994759358492431,"MeanCond"
2019,"Fourspot","MAB",1.03039828191852,"MeanCond"
2021,"Fourspot","MAB",1.01628252103216,"MeanCond"
2022,"Fourspot","MAB",0.998691211683509,"MeanCond"
2023,"Fourspot","MAB",1.02249914166724,"MeanCond"
2024,"Fourspot","MAB",1.00750710148657,"MeanCond"
1992,"Goosefish","GB",1.08590908683687,"MeanCond"
1993,"Goosefish","GB",1.11062553230931,"MeanCond"
1994,"Goosefish","GB",0.995521028300176,"MeanCond"
1995,"Goosefish","GB",0.947297817928967,"MeanCond"
1996,"Goosefish","GB",1.04152563654553,"MeanCond"
1997,"Goosefish","GB",0.948752724728763,"MeanCond"
1998,"Goosefish","GB",0.985098969194682,"MeanCond"
1999,"Goosefish","GB",1.11209292797079,"MeanCond"
2000,"Goosefish","GB",1.00028504784804,"MeanCond"
2001,"Goosefish","GB",0.989004953846962,"MeanCond"
2002,"Goosefish","GB",1.03565273779738,"MeanCond"
2003,"Goosefish","GB",0.988732858035025,"MeanCond"
2004,"Goosefish","GB",0.960702220016296,"MeanCond"
2005,"Goosefish","GB",0.972560563535233,"MeanCond"
2006,"Goosefish","GB",0.982701453693943,"MeanCond"
2007,"Goosefish","GB",1.01433207612293,"MeanCond"
2008,"Goosefish","GB",1.05021768152899,"MeanCond"
2009,"Goosefish","GB",0.963694607835576,"MeanCond"
2010,"Goosefish","GB",0.952901656542276,"MeanCond"
2011,"Goosefish","GB",0.985281228542049,"MeanCond"
2012,"Goosefish","GB",0.979871932911013,"MeanCond"
2013,"Goosefish","GB",0.970966324181547,"MeanCond"
2014,"Goosefish","GB",0.96687663306269,"MeanCond"
2015,"Goosefish","GB",0.9625013512903,"MeanCond"
2016,"Goosefish","GB",0.957037433278469,"MeanCond"
2017,"Goosefish","GB",0.929916464287066,"MeanCond"
2018,"Goosefish","GB",0.930923870360882,"MeanCond"
2019,"Goosefish","GB",0.919836709700219,"MeanCond"
2021,"Goosefish","GB",0.9365934190727,"MeanCond"
2022,"Goosefish","GB",0.956199084578053,"MeanCond"
2023,"Goosefish","GB",0.986615875822004,"MeanCond"
2024,"Goosefish","GB",0.95571337133338,"MeanCond"
1992,"Goosefish","GOM",0.963846856803794,"MeanCond"
1993,"Goosefish","GOM",0.94973200986305,"MeanCond"
1994,"Goosefish","GOM",0.98264557628794,"MeanCond"
1995,"Goosefish","GOM",0.977516205056458,"MeanCond"
1996,"Goosefish","GOM",0.97198117809343,"MeanCond"
1997,"Goosefish","GOM",0.95937224429055,"MeanCond"
1998,"Goosefish","GOM",1.03051518136984,"MeanCond"
1999,"Goosefish","GOM",0.987459211178723,"MeanCond"
2000,"Goosefish","GOM",0.988447848091792,"MeanCond"
2001,"Goosefish","GOM",0.951454974755264,"MeanCond"
2002,"Goosefish","GOM",0.974557917747423,"MeanCond"
2003,"Goosefish","GOM",0.954233411707566,"MeanCond"
2004,"Goosefish","GOM",0.958980274890154,"MeanCond"
2005,"Goosefish","GOM",0.904093464351,"MeanCond"
2006,"Goosefish","GOM",0.912442435114462,"MeanCond"
2007,"Goosefish","GOM",1.00550144682783,"MeanCond"
2008,"Goosefish","GOM",0.972447824157769,"MeanCond"
2009,"Goosefish","GOM",0.952746332064209,"MeanCond"
2010,"Goosefish","GOM",0.915711353459164,"MeanCond"
2011,"Goosefish","GOM",0.927883300657771,"MeanCond"
2012,"Goosefish","GOM",0.926620761725429,"MeanCond"
2013,"Goosefish","GOM",0.935689907041502,"MeanCond"
2014,"Goosefish","GOM",0.944389803447874,"MeanCond"
2015,"Goosefish","GOM",0.935366204922047,"MeanCond"
2016,"Goosefish","GOM",0.928040558406205,"MeanCond"
2017,"Goosefish","GOM",0.924731736590834,"MeanCond"
2018,"Goosefish","GOM",0.931232125041486,"MeanCond"
2019,"Goosefish","GOM",0.92300592446202,"MeanCond"
2021,"Goosefish","GOM",0.938404974242997,"MeanCond"
2022,"Goosefish","GOM",0.900879244715866,"MeanCond"
2023,"Goosefish","GOM",0.905059979955725,"MeanCond"
2024,"Goosefish","GOM",0.929355908009786,"MeanCond"
1992,"Goosefish","MAB",0.943882968695285,"MeanCond"
1993,"Goosefish","MAB",0.998993103127855,"MeanCond"
1994,"Goosefish","MAB",1.00220648058448,"MeanCond"
1995,"Goosefish","MAB",1.01583591812286,"MeanCond"
1996,"Goosefish","MAB",1.00372883492198,"MeanCond"
1997,"Goosefish","MAB",0.912120724162689,"MeanCond"
1998,"Goosefish","MAB",0.92597334992844,"MeanCond"
1999,"Goosefish","MAB",0.99494347815896,"MeanCond"
2000,"Goosefish","MAB",1.01060872729839,"MeanCond"
2001,"Goosefish","MAB",0.945583361469324,"MeanCond"
2002,"Goosefish","MAB",0.997509900274107,"MeanCond"
2003,"Goosefish","MAB",0.973474971115314,"MeanCond"
2004,"Goosefish","MAB",0.950453711801836,"MeanCond"
2005,"Goosefish","MAB",1.0031208757597,"MeanCond"
2006,"Goosefish","MAB",0.967598676056965,"MeanCond"
2007,"Goosefish","MAB",0.950525090567498,"MeanCond"
2008,"Goosefish","MAB",1.03522030748377,"MeanCond"
2009,"Goosefish","MAB",0.965673937128123,"MeanCond"
2010,"Goosefish","MAB",0.966547405813007,"MeanCond"
2011,"Goosefish","MAB",0.988459295730224,"MeanCond"
2012,"Goosefish","MAB",0.976438613564214,"MeanCond"
