"","Entity.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","FSSI.Stock.","ITIS.Taxon.Serial.Number","Scientific.Name","Common.Name","Stock.Area","Assessment.Year","Assessment.Month","Last.Data.Year","Update.Type","Review.Result","Assessment.Model","Model.Version","Lead.Lab","Citation","Final.Assessment.Report.1","Final.Assessment.Report.2","Point.of.Contact","Life.History.Data","Abundance.Data","Catch.Data","Assessment.Level","Assessment.Frequency","Assessment.Type","Model.Category","Catch.Input.Data","Abundance.Input.Data","Biological.Input.Data","Ecosystem.Linkage","Composition.Input.Data","F.Year","Estimated.F","F.Unit","F.Basis","Flimit","Flimit.Basis","Fmsy","Fmsy.Basis","F.Flimit","F.Fmsy","Ftarget","Ftarget.Basis","F.Ftarget","B.Year","Estimated.B","B.Unit","B.Basis","Blimit","Blimit.Basis","Bmsy","Bmsy.Basis","B.Blimit","B.Bmsy","MSY","MSY.Unit","Comments"
"84","American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172877,"Hippoglossoides platessoides","American plaice","Gulf of Maine / Georges Bank",2015,11,2014,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.11599999666214,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.195999994874001,"F40%",0.195999994874001,"F40% as proxy",0.592000007629395,0.589999973773956,NA,NA,NA,2014,10977,"mt","Spawning biomass",6553,"0.5*Bmsy",13107,"SSB/R(F40)",1.67499995231628,0.839999973773956,2675,"mt",NA
"85","American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172877,"Hippoglossoides platessoides","American plaice","Gulf of Maine / Georges Bank",2017,10,2016,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Mark Terceiro",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.111000001430511,"Average_F_Ages_6-9","average F (F average across range of ages)",0.219999998807907,"F40%",0.219999998807907,"F40% as proxy",0.504999995231628,0.504999995231628,NA,NA,NA,2016,13351,"mt","Spawning biomass",6751,"0.5*Bmsy",13503,"SSB/R(F40)",1.97800004482269,0.989000022411346,2924,"mt",NA
"86","American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172877,"Hippoglossoides platessoides","American plaice","Gulf of Maine / Georges Bank",2019,10,2018,NA,"Full acceptance","ADAPT","2.8.0","NEFSC",NA,"Gulf of Maine-Georges Bank American plaice",NA,"Larry Alade",NA,NA,NA,NA,NA,"Operational",4,4,4,NA,0,4,2018,0.0890000015497208,"Fully Selected F","Retrospective Adjusted F Rate for Fully Selected Fish - Ages 6 - 9",0.257999986410141,"Fmsy",0.257999986410141,"F40% as proxy",0.344999998807907,0.344999998807907,NA,NA,NA,2018,17748,"Metric Tons","Retrospective Adjusted Spawning Stock Biomass",7647,"0.5*Bmsy",15293,"SSB40%",2.32100009918213,1.16100001335144,3301,"Metric Tons",NA
"87","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164712,"Gadus morhua","Atlantic cod","Eastern Georges Bank",2013,7,2012,"Full Update","Full acceptance","VPA ""M 0.8 model""","M 0.8  model","NEFSC","TRAC Status Report 2013/01","EASTERN GEORGES BANK COD",NA,"Loretta O'Brien",2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,2012,0.0700000002980232,"Rate_Ages_4-9","average F (F average across range of ages)",0.109999999403954,NA,0.109999999403954,NA,0.635999977588654,0.635999977588654,NA,NA,NA,2012,11160,"mt","Biomass_Age_3+",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164712,"Gadus morhua","Atlantic cod","Eastern Georges Bank",2014,7,2013,"Full Update","Full acceptance","VPA ""M 0.8 model""","M 0.8  model","NEFSC","TRAC Status Report 2014/01","Assessment of Eastern Georges Bank Atlantic Cod for 2014","Stock Assessment and Fishery Evaluation (SAFE) Report for Fishing Year 2013 - Small-Mesh Multispecies","Loretta O'Brien",2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,2013,0.0399999991059303,"Rate_Ages_4-9","average F (F average across range of ages)",0.109999999403954,NA,0.109999999403954,NA,0.363999992609024,0.363999992609024,NA,NA,NA,2013,11179,"mt","Biomass_Age_3+",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164712,"Gadus morhua","Atlantic cod","Eastern Georges Bank",2015,7,2014,"Full Update","Full acceptance","VPA ""M 0.8 model""","M 0.8  model","NEFSC","TRAC Status Report 2015/01","EASTERN GEORGES BANK COD","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014","Liz Brooks",2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.0399999991059303,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.109999999403954,NA,0.109999999403954,NA,0.363999992609024,0.363999992609024,NA,NA,NA,2014,10048,"mt","Spawning biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164712,"Gadus morhua","Atlantic cod","Eastern Georges Bank",2016,7,2015,"Full Update","Full acceptance","VPA ""M 0.8 model""","M 0.8  model","NEFSC","TRAC Status Report 2016/01","EASTERN GEORGES BANK COD",NA,"Liz Brooks",2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,2015,0.0500000007450581,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.109999999403954,NA,0.109999999403954,NA,0.455000013113022,0.455000013113022,NA,NA,NA,2015,11026,"mt","Spawning biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164712,"Gadus morhua","Atlantic cod","Eastern Georges Bank",2017,7,2016,"Full Update","Full acceptance","VPA ""M 0.8 model""","M 0.8  model","NEFSC","TRAC Status Report 2017/01","Assessment of Eastern Georges Bank Atlantic Cod for 2017",NA,"Liz Brooks",2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,2015,0.0500000007450581,"Instantaneous annual F averaged across ages","Average_F_Age_4-9",0.109999999403954,NA,0.109999999403954,NA,0.455000013113022,0.455000013113022,NA,NA,NA,2015,13944,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164712,"Gadus morhua","Atlantic cod","Eastern Georges Bank",2018,7,2017,"Full Update","Full acceptance","VPA ""M 0.8 model""","M 0.8  model","NEFSC",NA,NA,NA,"Liz Brooks",2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,2017,0.0529999993741512,"Instantaneous annual F averaged across ages","Average_F_Ages_4-9_Retrospective_Adjustment",NA,NA,NA,NA,NA,NA,0.109999999403954,NA,0.48199999332428,2018,6402,"mt","Age_3+_Biomass_Retrospective_Adjusted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164712,"Gadus morhua","Atlantic cod","Eastern Georges Bank",2019,7,2018,NA,"Full acceptance","Survey Abundance","N/A","NEFSC / DFO Canada",NA,"Data Update for Eastern Georges Bank Cod in 2019",NA,"C Legault",NA,NA,NA,NA,NA,"Stock Monitoring Update",2,4,4,NA,0,5,2018,48,"Metric Tons","USA Total Catch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Georges Bank",2005,12,2004,"Full Update","Full acceptance","VPA",NA,NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2004,0.239999994635582,"Rate","Fully_Recruited_F_Ages_4-8",NA,NA,0.180000007152557,NA,NA,1.33299994468689,NA,"Fmsy",NA,NA,22564,"mt","Spawning biomass",NA,NA,217000,"SSBmsy",NA,0.104000002145767,NA,NA,NA
"95","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Georges Bank",2008,9,2007,"Benchmark","Full acceptance","VPA","ADAPT 2.8.0 - Split Model","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.300000011920929,"Rate","Fully_Recruited_F_Ages_5-8",0.25,NA,0.25,NA,1.20000004768372,1.20000004768372,NA,NA,NA,2007,17672,"mt","Spawning biomass",74042,"0.5*Bmsy",148084,"B40%",0.238999992609024,0.119000002741814,31159,NA,NA
"96","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Georges Bank",2012,3,2010,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 12-06","Georges Bank Atlantic Cod","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.449999988079071,"Rate","average F (F average across range of ages)",0.230000004172325,"F40%",0.230000004172325,NA,1.95700001716614,1.95700001716614,NA,NA,NA,2010,11289,"mt","Spawning biomass",70212,"0.5*Bmsy",140424,"SSB/R",0.160999998450279,0.0799999982118607,28774,NA,NA
"97","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Georges Bank",2013,1,2011,"Benchmark","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 13-01 (SARC55)","Stock Assessment of Georges Bank Atlantic Cod for 2012","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2011,0.430000007152557,"Rate","Average_F_Ages_5-8_Retro_Adj",0.180000007152557,"F40%",0.180000007152557,"F40% as proxy",2.38899993896484,2.38899993896484,NA,NA,NA,2011,13216,"mt","SSB_Retro_Adjusted",93267,"0.5*Bmsy",186535,"B40%",0.142000004649162,0.0710000023245811,30622,NA,NA
"98","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Georges Bank",2015,11,2014,"Full Update","Reject - Results too uncertain to be considered adequate","ASAP",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Georges Bank",2017,10,2016,"Full Update","Full acceptance","Plan B Smooth",NA,"NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Chris Legault",0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2016,0.17399999499321,"Relative_Expolitation","catch/smoothed_survey_biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,4.69600009918213,"kg/tow","smoothed_survey_biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Georges Bank",2019,10,2019,NA,"Full acceptance","Plan B Smooth","N/A","NEFSC",NA,NA,NA,"Chris Legault",NA,NA,NA,NA,NA,"Operational",2,4,4,NA,0,4,2018,0.119000002741814,"Exploitation Rate","Catch / Survey Biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,0.374000012874603,"kg / tow","Survey CPUE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2005,12,2004,"Full Update","Full acceptance","VPA","ADAPT",NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2004,0.629999995231628,"Rate","Fully_Recruited_F_Ages_4+",NA,NA,0.224999994039536,NA,NA,2.79999995231628,NA,NA,NA,NA,18800,"mt","Spawning biomass",NA,NA,82830,NA,NA,0.226999998092651,NA,NA,NA
"102","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.456000000238419,"Rate","Fully_Recruited_F_Ages_5-7",0.239999994635582,"F40%_MSP",0.239999994635582,"F40% as proxy",1.89999997615814,1.89999997615814,NA,NA,NA,2007,33878,"mt","Spawning biomass",29124,"0.5*Bmsy",58248,"Direct Estimate",1.16299998760223,0.582000017166138,10014,NA,NA
"103","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2012,1,2010,"Benchmark","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 12-03 (SAW/SARC53)","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2010,1.13999998569489,"Rate","Full F",0.200000002980232,"F40%",0.200000002980232,NA,5.69999980926514,5.69999980926514,NA,NA,NA,2010,11868,"mt","Spawning biomass",30609,"0.5*Bmsy",61218,"B40%",0.388000011444092,0.194000005722046,10392,NA,NA
"104","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2013,1,2011,"Benchmark","Full acceptance","ASAP","SEE COMMENTS","NEFSC","NEFSC CRD 13.01 (SAW/SARC55)","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2011,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2011,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,NA
"105","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2014,11,2013,"Full Update","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 14.14 (Assessment Update Report of the Gulf of Maine Atlantic Cod Stock. by M. Palmer)","Stock Assessment and Fishery Evaluation (SAFE) Report for Fishing Year 2013 - Small-Mesh Multispecies",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2013,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2013,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,NA
"106","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2015,11,2014,"Full Update","Full acceptance","ASAP",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2014,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2014,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,NA
"107","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2017,10,2016,"Full Update","Full acceptance","2 ASAP Models","M = 0.2 & M-ramp","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Michael Palmer",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2016,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2016,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,NA
"108","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",164712,"Gadus morhua","Atlantic cod","Gulf of Maine",2019,10,2018,NA,"Full acceptance","ASAP","M = 0.2 & M-ramp","NEFSC",NA,NA,NA,"Charles Perretti",NA,NA,NA,NA,NA,"Operational",6,4,4,NA,3,4,2018,NA,"Fully Recruited F","F Rate for Fully Recruited Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,"Metric Tons","Spawning Stock Biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2005,12,2004,"Full Update","Full acceptance","NEFSC Trawl Survey CPUE",NA,NA,"GARM Report (2005)","Assessment of 19 Northeast groundfish stocks through 2004",NA,NA,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,25,"mt","Total_Landings_(US+CAN)",NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,288,"mt","Survey CPUE",2700,"1/2 Bmsy",5400,"Bmsy",0.10700000077486,0.0500000007450581,NA,NA,NA
"110","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2008,9,2007,"Benchmark","Full acceptance","Replacement Yield & NFT YPR","NFT YPR 2.7.2","NEFSC","GARM III Report 2008","Assessment of  19 Northeast  Groundfish Stocks through 2007",NA,"James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,2007,0.0649999976158142,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",0.0700000002980232,"F 0.1",0.0700000002980232,"F 0.1",0.929000020027161,0.929000020027161,NA,NA,NA,2007,1300,"mt","Total stock biomass",24500,"0.5*Bmsy",49000,"Surplus Production Model",0.0529999993741512,0.0270000007003546,3500,NA,NA
"111","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2012,3,2010,"Full Update","Full acceptance","Replacement Yield & NFT YPR","NFT YPR","NEFSC","NEFSC CRD 12-06 (2012)","Atlantic halibut","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010","James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,2010,0.0320000015199184,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.0729999989271164,"F 0.1",0.0729999989271164,"F 0.1",0.437999993562698,0.437999993562698,NA,NA,NA,2010,1662,"mt","Total stock biomass",24500,"0.5*Bmsy",49000,"Direct Estimate",0.068000003695488,0.034000001847744,3500,"mt",NA
"112","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2015,11,2014,"Full Update","Reject - Results too uncertain to be considered adequate","Replacement Yield & NFT YPR",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2018,1,2016,"Full Update","Full acceptance","First and Second Derivative Model",NA,"NEFSC","http://s3.amazonaws.com/nefmc.org/Halibut-Assessment-Report-draft-12-01-2017.pdf","Halibut Assessment Report for 2017",NA,NA,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",172933,"Hippoglossus hippoglossus","Atlantic halibut","Northwestern Atlantic Coast",2019,10,2018,NA,"Full acceptance","FSD","First Second Derivative Model","NEFSC",NA,NA,NA,"Daniel Hennen",NA,NA,NA,NA,NA,"Operational",1,2,3,NA,0,2,2018,156.399993896484,"Metric Tons","Modeled Catch",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2009,7,2007,"New","Partial acceptance - Biomass estimates","SCALE",NA,"NEFSC","NEFSC CRD 09-02 (2009)","The Northeast Data Poor Stocks  Working Group Report",NA,"James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2007,0.158000007271767,"Rate","apical F (max F at age)",0.185000002384186,"F40%",0.185000002384186,"F40% as proxy",0.853999972343445,0.853999972343445,NA,NA,NA,2007,562,"mt","Spawning biomass",874,"0.5*Bmsy",1747,"SSB40%",0.64300000667572,0.321999996900558,278,NA,NA
"116","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2012,3,2010,"Full Update","Full acceptance","SCALE",NA,"NEFSC","NEFSC CRD 12-06","Atlantic Wolffish -2010 Groundfish Update","Assessment or Data Updates of 13 Northeast Groundfish Stocks through 2010","James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2010,0.0700000002980232,"apical F","apical F (max F at age)",0.330000013113022,"F40%",0.330000013113022,"F40% as proxy",0.211999997496605,0.211999997496605,NA,NA,NA,2010,505,"mt","Spawning biomass",878,"0.5*Bmsy",1756,"SSB40%",0.574999988079071,0.287999987602234,261,"mt",NA
"117","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2015,11,2014,"Full Update","Full acceptance","SCALE",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014",NA,"James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2014,0.00300000002607703,"apical F","apical F (max F at age)",0.243000000715256,"F40%",0.243000000715256,"F40% as proxy",0.0120000001043081,0.00999999977648258,NA,NA,NA,2014,638,"mt","Spawning biomass",832,"0.5*Bmsy",1663,"SSB40%",0.767000019550323,0.379999995231628,244,"mt",NA
"118","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",171341,"Anarhichas lupus","Atlantic wolffish","Gulf of Maine / Georges Bank",2017,10,2016,"Full Update","Full acceptance","SCALE",NA,"NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016",NA,"Charles Adams",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2016,0.0020000000949949,"apical F","apical F (max F at age)",0.219999998807907,"F40%",0.219999998807907,"F40% as proxy",0.00899999961256981,0.00899999961256981,NA,NA,NA,2016,652,"mt","Spawning biomass",806,"0.5*Bmsy",1612,"SSB40%",0.809000015258789,0.404000014066696,232,"mt",NA
"119","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",164744,"Melanogrammus aeglefinus","Haddock","Eastern Georges Bank",2013,7,2012,"Full Update","Full acceptance","VPA","0.8 Model","NEFSC","TRAC Status Report 2014/02","EASTERN GEORGES BANK HADDOCK",NA,"Loretta O'Brien",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2012,0.159999996423721,"Rate","Average_F_Ages_5-8",NA,NA,0.259999990463257,"Fref",NA,0.615000009536743,NA,NA,NA,NA,183600,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA
