"","Value","EPU","Var","Time","Units"
"363",-1.1734597595159,"GB","summer OI SST Anomaly",1992,"degreesC"
"364",-1.12928419781264,"GB","fall OI SST Anomaly",1992,"degreesC"
"365",-0.433911668037881,"GB","winter OI SST Anomaly",1993,"degreesC"
"366",-0.429660297423956,"GB","spring OI SST Anomaly",1993,"degreesC"
"367",-0.823536293212566,"GB","summer OI SST Anomaly",1993,"degreesC"
"368",-0.435779345596165,"GB","fall OI SST Anomaly",1993,"degreesC"
"369",-0.696193975453474,"GB","winter OI SST Anomaly",1994,"degreesC"
"370",0.293520888075964,"GB","spring OI SST Anomaly",1994,"degreesC"
"371",0.191290657924359,"GB","summer OI SST Anomaly",1994,"degreesC"
"372",-0.451072159179461,"GB","fall OI SST Anomaly",1994,"degreesC"
"373",0.170038431571995,"GB","winter OI SST Anomaly",1995,"degreesC"
"374",-1.14480268968598,"GB","spring OI SST Anomaly",1995,"degreesC"
"375",-0.4932867500141,"GB","summer OI SST Anomaly",1995,"degreesC"
"376",-0.0796724323054399,"GB","fall OI SST Anomaly",1995,"degreesC"
"377",-0.806234799403107,"GB","winter OI SST Anomaly",1996,"degreesC"
"378",-0.746593056273511,"GB","spring OI SST Anomaly",1996,"degreesC"
"379",-2.33414185364477,"GB","summer OI SST Anomaly",1996,"degreesC"
"380",-1.65457823791329,"GB","fall OI SST Anomaly",1996,"degreesC"
"381",-0.346129356868683,"GB","winter OI SST Anomaly",1997,"degreesC"
"382",-0.895495679512717,"GB","spring OI SST Anomaly",1997,"degreesC"
"383",-0.567574671019255,"GB","summer OI SST Anomaly",1997,"degreesC"
"384",-0.972718109149477,"GB","fall OI SST Anomaly",1997,"degreesC"
"385",-0.386991032964788,"GB","winter OI SST Anomaly",1998,"degreesC"
"386",-0.348707174928661,"GB","spring OI SST Anomaly",1998,"degreesC"
"387",-0.740242155548103,"GB","summer OI SST Anomaly",1998,"degreesC"
"388",-1.19977112401346,"GB","fall OI SST Anomaly",1998,"degreesC"
"389",-0.142418476486422,"GB","winter OI SST Anomaly",1999,"degreesC"
"390",0.663562370859793,"GB","spring OI SST Anomaly",1999,"degreesC"
"391",0.793740741531725,"GB","summer OI SST Anomaly",1999,"degreesC"
"392",0.880869921319972,"GB","fall OI SST Anomaly",1999,"degreesC"
"393",0.378577914546849,"GB","winter OI SST Anomaly",2000,"degreesC"
"394",0.432216448846374,"GB","spring OI SST Anomaly",2000,"degreesC"
"395",-0.594528980771312,"GB","summer OI SST Anomaly",2000,"degreesC"
"396",-0.703496405715654,"GB","fall OI SST Anomaly",2000,"degreesC"
"397",-0.322056794707197,"GB","winter OI SST Anomaly",2001,"degreesC"
"398",0.223913352835417,"GB","spring OI SST Anomaly",2001,"degreesC"
"399",0.0214703598166324,"GB","summer OI SST Anomaly",2001,"degreesC"
"400",0.547475953967357,"GB","fall OI SST Anomaly",2001,"degreesC"
"401",0.864947713367523,"GB","winter OI SST Anomaly",2002,"degreesC"
"402",0.513255127504499,"GB","spring OI SST Anomaly",2002,"degreesC"
"403",0.524225440401892,"GB","summer OI SST Anomaly",2002,"degreesC"
"404",-0.12033348101478,"GB","fall OI SST Anomaly",2002,"degreesC"
"405",-0.749644085744611,"GB","winter OI SST Anomaly",2003,"degreesC"
"406",-0.832330170648733,"GB","spring OI SST Anomaly",2003,"degreesC"
"407",-0.0667151081530299,"GB","summer OI SST Anomaly",2003,"degreesC"
"408",-0.36318284913091,"GB","fall OI SST Anomaly",2003,"degreesC"
"409",-1.13534221715382,"GB","winter OI SST Anomaly",2004,"degreesC"
"410",-0.978132731941225,"GB","spring OI SST Anomaly",2004,"degreesC"
"411",-0.984546713312856,"GB","summer OI SST Anomaly",2004,"degreesC"
"412",-1.10667831934348,"GB","fall OI SST Anomaly",2004,"degreesC"
"413",-0.83802276928814,"GB","winter OI SST Anomaly",2005,"degreesC"
"414",-0.355367862849418,"GB","spring OI SST Anomaly",2005,"degreesC"
"415",0.376110971767286,"GB","summer OI SST Anomaly",2005,"degreesC"
"416",0.194675385105789,"GB","fall OI SST Anomaly",2005,"degreesC"
"417",0.0282413832184414,"GB","winter OI SST Anomaly",2006,"degreesC"
"418",0.0266482777113239,"GB","spring OI SST Anomaly",2006,"degreesC"
"419",0.165432192100923,"GB","summer OI SST Anomaly",2006,"degreesC"
"420",0.392597971178306,"GB","fall OI SST Anomaly",2006,"degreesC"
"421",0.267634803421643,"GB","winter OI SST Anomaly",2007,"degreesC"
"422",-1.24879910342226,"GB","spring OI SST Anomaly",2007,"degreesC"
"423",-1.30441915100405,"GB","summer OI SST Anomaly",2007,"degreesC"
"424",-0.741344999981434,"GB","fall OI SST Anomaly",2007,"degreesC"
"425",-0.240542952696411,"GB","winter OI SST Anomaly",2008,"degreesC"
"426",-0.325964939407424,"GB","spring OI SST Anomaly",2008,"degreesC"
"427",-0.371733954022602,"GB","summer OI SST Anomaly",2008,"degreesC"
"428",-0.37683742387466,"GB","fall OI SST Anomaly",2008,"degreesC"
"429",-0.827537506643066,"GB","winter OI SST Anomaly",2009,"degreesC"
"430",-0.0277047123334739,"GB","spring OI SST Anomaly",2009,"degreesC"
"431",-0.403379908894266,"GB","summer OI SST Anomaly",2009,"degreesC"
"432",0.534861718751522,"GB","fall OI SST Anomaly",2009,"degreesC"
"433",-0.0601429678415224,"GB","winter OI SST Anomaly",2010,"degreesC"
"434",0.744170132333533,"GB","spring OI SST Anomaly",2010,"degreesC"
"435",0.383009825645555,"GB","summer OI SST Anomaly",2010,"degreesC"
"436",-0.255192611237597,"GB","fall OI SST Anomaly",2010,"degreesC"
"437",-0.0531520386536917,"GB","winter OI SST Anomaly",2011,"degreesC"
"438",0.129139867858733,"GB","spring OI SST Anomaly",2011,"degreesC"
"439",-0.103200252752128,"GB","summer OI SST Anomaly",2011,"degreesC"
"440",0.929033184220755,"GB","fall OI SST Anomaly",2011,"degreesC"
"441",1.33653819221565,"GB","winter OI SST Anomaly",2012,"degreesC"
"442",1.76808263260524,"GB","spring OI SST Anomaly",2012,"degreesC"
"443",1.50330040057148,"GB","summer OI SST Anomaly",2012,"degreesC"
"444",1.29664837505213,"GB","fall OI SST Anomaly",2012,"degreesC"
"445",0.999437508953402,"GB","winter OI SST Anomaly",2013,"degreesC"
"446",0.943886428650357,"GB","spring OI SST Anomaly",2013,"degreesC"
"447",0.419870950632003,"GB","summer OI SST Anomaly",2013,"degreesC"
"448",0.324036518344862,"GB","fall OI SST Anomaly",2013,"degreesC"
"449",-0.0102007914562616,"GB","winter OI SST Anomaly",2014,"degreesC"
"450",0.397573366938325,"GB","spring OI SST Anomaly",2014,"degreesC"
"451",0.663563283862747,"GB","summer OI SST Anomaly",2014,"degreesC"
"452",0.719350398803243,"GB","fall OI SST Anomaly",2014,"degreesC"
"453",0.176592856039063,"GB","winter OI SST Anomaly",2015,"degreesC"
"454",0.207915377766597,"GB","spring OI SST Anomaly",2015,"degreesC"
"455",0.985997834032155,"GB","summer OI SST Anomaly",2015,"degreesC"
"456",1.32082664548769,"GB","fall OI SST Anomaly",2015,"degreesC"
"457",1.4099021766408,"GB","winter OI SST Anomaly",2016,"degreesC"
"458",0.750984012078051,"GB","spring OI SST Anomaly",2016,"degreesC"
"459",1.07450936542958,"GB","summer OI SST Anomaly",2016,"degreesC"
"460",0.758162544352938,"GB","fall OI SST Anomaly",2016,"degreesC"
"461",0.653332070590688,"GB","winter OI SST Anomaly",2017,"degreesC"
"462",-0.23274507843932,"GB","spring OI SST Anomaly",2017,"degreesC"
"463",0.0304233271565799,"GB","summer OI SST Anomaly",2017,"degreesC"
"464",1.13806710703614,"GB","fall OI SST Anomaly",2017,"degreesC"
"465",0.716387623083903,"GB","winter OI SST Anomaly",2018,"degreesC"
"466",0.61937645204026,"GB","spring OI SST Anomaly",2018,"degreesC"
"467",0.931088786053255,"GB","summer OI SST Anomaly",2018,"degreesC"
"468",0.111699561207507,"GB","fall OI SST Anomaly",2018,"degreesC"
"469",-0.207381058874584,"GB","winter OI SST Anomaly",2019,"degreesC"
"470",-0.106654023343497,"GB","spring OI SST Anomaly",2019,"degreesC"
"471",0.363788446918882,"GB","summer OI SST Anomaly",2019,"degreesC"
"472",0.217880804504878,"GB","fall OI SST Anomaly",2019,"degreesC"
"473",0.894010732623417,"GB","winter OI SST Anomaly",2020,"degreesC"
"474",0.207749333076523,"GB","spring OI SST Anomaly",2020,"degreesC"
"475",1.65838579329751,"GB","summer OI SST Anomaly",2020,"degreesC"
"476",1.30011009306204,"GB","fall OI SST Anomaly",2020,"degreesC"
"477",0.912384807462871,"GB","winter OI SST Anomaly",2021,"degreesC"
"478",1.43980712436257,"GB","spring OI SST Anomaly",2021,"degreesC"
"479",1.6278999838664,"GB","summer OI SST Anomaly",2021,"degreesC"
"480",2.37022454324119,"GB","fall OI SST Anomaly",2021,"degreesC"
