year,REGION,Council,STATEABBR,GEO_NAME,MAPNAME,geography,TOTPOP,personal_disruption,pop_composition,poverty,labor_force_str,housing_characteristics,housing_disrupt,retiree_migration,urban_sprawl_index,RecEng,RecRel,ComEng,ComRel,ComEng_ct,ComRel_ct,RecEng_ct,RecRel_ct,personal_disruption_rank,pop_composition_rank,poverty_rank,labor_force_str_rank,housing_characteristics_rank,housing_disrupt_rank,retiree_migration_rank,urban_sprawl_index_rank
2022,Northeast,New England,MA,"Bellingham, MA",Bellingham,"Bellingham CDP, Massachusetts","4,636",-0.328,-0.137,-0.773,-0.324,-0.006,-0.386,-0.287,0.135,-0.232,-0.163,0.045,-0.089,med,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,New England,MA,"West Newbury, MA",West Newbury,"West Newbury town, Essex County, Massachusetts","4,521",-0.809,-0.742,-0.755,-0.335,-1.359,-0.317,0.177,0.773,-0.232,-0.163,0.045,-0.089,med,low,low,low,low,low,low,low,low,low,med,med high
2022,Northeast,New England,NH,"Northwood, NH",Northwood,"Northwood town, Rockingham County, New Hampshire","4,632",-0.78,-0.661,-0.877,-0.796,0.431,0.168,-0.074,-0.242,-0.232,-0.163,0.045,-0.089,med,low,low,low,low,low,low,low,med,med,low,low
2022,Northeast,New England,ME,"Hollis, ME",Hollis,"Hollis town, York County, Maine","4,766",-0.706,-0.638,-0.944,-0.701,0.813,0.034,-0.866,-0.444,-0.232,-0.163,0.045,-0.091,med,low,low,low,low,low,low,low,med high,med,low,low
2022,Northeast,New England,NH,"Newton, NH",Newton,"Newton town, Rockingham County, New Hampshire","4,808",-0.873,-0.884,-0.809,-0.977,-0.043,-0.103,-0.661,0.329,-0.232,-0.163,0.045,-0.091,med,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,New England,NH,"Kingston, NH",Kingston,"Kingston town, Rockingham County, New Hampshire","6,226",-0.684,-0.826,-0.521,0.156,0.041,0.196,0.21,0.304,-0.232,-0.163,0.045,-0.098,med,low,low,low,low,low,low,med,med,med,med,med
2022,Northeast,Mid-Atlantic,NY,"Bronxville, NY",Bronxville,"Bronxville village, New York","6,570",-0.876,-0.019,-0.168,-0.02,-2.033,-2.484,-0.366,1.922,-0.232,-0.163,0.045,-0.1,med,low,low,low,low,low,low,low,low,low,low,high
2022,Northeast,New England,CT,"Ridgefield, CT",Ridgefield,"Ridgefield CDP, Connecticut","7,655",-0.819,-0.295,-0.82,-0.041,-1.403,-0.747,-0.133,0.613,-0.232,-0.163,0.045,-0.103,med,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NY,"Port Jefferson Station, NY",Port Jefferson Station,"Port Jefferson Station CDP, New York","7,974",-0.253,1.318,-0.457,-0.488,-1.134,0.684,-0.571,0.649,-0.232,-0.163,0.045,-0.103,med,low,low,low,low,high,low,low,low,med high,low,med high
2022,Northeast,New England,ME,"Old Orchard Beach, ME",Old Orchard Beach,"Old Orchard Beach CDP, Maine","9,040",-0.285,-0.567,0.015,0.168,1.026,0.614,0.231,-0.199,-0.232,-0.163,0.045,-0.105,med,low,low,low,low,low,med,med,high,med high,med,low
2022,Northeast,Mid-Atlantic,NY,"Bohemia, NY",Bohemia,"Bohemia CDP, New York","9,534",-0.346,-0.07,-0.348,-0.515,-0.935,0.307,-0.148,0.617,-0.232,-0.163,0.045,-0.107,med,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,MD,"Bel Air, MD",Bel Air,"Bel Air town, Maryland","10,630",0.111,-0.112,0.489,-0.249,0.191,-0.98,-0.248,0.183,-0.232,-0.163,0.045,-0.108,med,low,low,low,med,low,med,low,med,low,low,med
2022,Northeast,New England,NH,"Somersworth, NH",Somersworth,"Somersworth city, New Hampshire","11,994",-0.486,-0.556,-0.111,-0.857,0.386,0.395,-0.635,-0.205,-0.232,-0.163,0.045,-0.11,med,low,low,low,low,low,low,low,med,med,low,low
2022,Northeast,Mid-Atlantic,NJ,"Fords, NJ",Fords,"Fords CDP, New Jersey","12,663",-0.359,1.412,-0.671,-0.463,-0.571,0.207,-0.564,0.379,-0.232,-0.163,0.045,-0.11,med,low,low,low,low,high,low,low,low,med,low,med
2022,Northeast,Mid-Atlantic,NJ,"Freehold, NJ",Freehold,"Freehold borough, New Jersey","12,498",0.742,1.064,0.129,-0.786,-0.108,0.385,-0.827,0.284,-0.232,-0.163,0.045,-0.11,med,low,low,low,med high,high,med,low,low,med,low,med
2022,Northeast,New England,MA,"Hanover, MA",Hanover,"Hanover town, Plymouth County, Massachusetts","14,773",-0.506,-0.531,-0.488,-0.835,-0.817,0.08,-0.462,0.701,-0.232,-0.163,0.045,-0.111,med,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Asbury Park, NJ",Asbury Park,"Asbury Park city, New Jersey","15,245",0.89,0.374,0.973,-0.974,0.381,2.206,-1.114,0.792,-0.232,-0.163,0.045,-0.111,med,low,low,low,med high,med,med high,low,med,high,low,med high
2022,Northeast,New England,CT,"Madison, CT",Madison,"Madison town, New Haven County, Connecticut","17,658",-0.7,-0.825,-0.873,-0.321,-1.109, NA,0.178,0.293,-0.031,-0.148,0.045,-0.113,med,low,low,low,low,low,low,low,low,NA,med,med
2022,Northeast,New England,CT,"Montville/Oxoboxo River, CT",Montville,"Montville town, New London County, Connecticut","18,160",-0.27,-0.361,-0.546,-0.325,0.466, NA,-0.221,-0.552,-0.232,-0.163,0.045,-0.113,med,low,low,low,low,low,low,low,med,NA,low,low
2022,Northeast,New England,RI,"Middletown, RI",Middletown,"Middletown town, Newport County, Rhode Island","17,009",-0.48,-0.156,-0.157,-0.368,-0.187,0.492,-0.13,0.083,-0.086,-0.152,0.045,-0.113,med,low,low,low,low,low,low,low,low,med,low,med
2022,Northeast,New England,ME,"Windham/North Windham, ME",Windham,"Windham town, Cumberland County, Maine","18,580",-0.915,-0.597,-0.711,-0.871,0.348,0.092,-0.708,-0.346,-0.232,-0.163,0.045,-0.114,med,low,low,low,low,low,low,low,med,med,low,low
2022,Northeast,Mid-Atlantic,NY,"East Northport, NY",East Northport,"East Northport CDP, New York","20,287",-0.615,-0.186,-0.509,-0.709,-1.039,-0.258,-0.276,0.931,-0.232,-0.163,0.045,-0.114,med,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NY,"Melville, NY",Melville,"Melville CDP, New York","18,526",-0.448,-0.277,-0.749,0.074,-1.857,-0.443,0.689,0.968,-0.232,-0.163,0.045,-0.114,med,low,low,low,low,low,low,med,low,low,med high,med high
2022,Northeast,New England,MA,"Canton, MA",Canton,"Canton town, Norfolk County, Massachusetts","24,293",-0.524,-0.196,-0.355,-0.356,-0.848,-0.368,-0.336,0.758,-0.232,-0.163,0.045,-0.116,med,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NY,"Medford, NY",Medford,"Medford CDP, New York","24,738",-0.283,0.965,-0.691,0.143,-0.964,0.481,0.399,0.562,-0.232,-0.163,0.045,-0.116,med,low,low,low,low,med high,low,med,low,med,med,med high
2022,Northeast,Mid-Atlantic,NY,"Rockville Centre, NY",Rockville Centre,"Rockville Centre village, New York","25,784",-0.611,-0.085,-0.612,-0.322,-1.145,-0.384,-0.085,1.531,-0.232,-0.163,0.045,-0.116,med,low,low,low,low,low,low,low,low,low,low,high
2022,Northeast,New England,MA,"Franklin Town, MA",Franklin Town,"Franklin Town city, Massachusetts","32,777",-0.587,-0.48,-0.618,-0.896,-0.64, NA,-0.841,0.291,-0.232,-0.163,0.045,-0.117,med,low,low,low,low,low,low,low,low,NA,low,med
2022,Northeast,New England,NH,"Rochester, NH",Rochester,"Rochester city, New Hampshire","32,573",-0.224,-0.587,-0.072,-0.384,0.863,-0.178,-0.193,-0.254,-0.232,-0.163,0.045,-0.117,med,low,low,low,low,low,low,low,med high,low,low,low
2022,Northeast,New England,NH,"Salem, NH",Salem,"Salem town, Rockingham County, New Hampshire","30,350",-0.726,-0.151,-0.634,-0.782,0.117,-0.556,-0.518,0.443,-0.232,-0.163,0.045,-0.117,med,low,low,low,low,low,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,NY,"Commack, NY",Commack,"Commack CDP, New York","35,770",-0.897,-0.262,-0.763,-0.525,-1.617,0.129,-0.15,0.923,-0.232,-0.163,0.045,-0.117,med,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Franklin Square, NY",Franklin Square,"Franklin Square CDP, New York","31,969",-0.443,0.761,-0.578,-0.523,-1.118,0.653,-0.19,1.609,-0.232,-0.163,0.045,-0.117,med,low,low,low,low,med high,low,low,low,med high,low,high
2022,Northeast,Mid-Atlantic,NJ,"Manchester, NJ",Manchester,"Manchester township, Ocean County, New Jersey","45,206",-0.355,-0.246,-0.362,1.882,0.526,-0.813,2.115, NA,-0.232,-0.163,0.045,-0.119,med,low,low,low,low,low,low,high,med high,low,high,NA
2022,Northeast,Mid-Atlantic,NJ,"Monroe, NJ",Monroe,"Monroe township, Middlesex County, New Jersey","48,012",-0.68,-0.108,-0.687,1.007,-0.648,0.361,1.393, NA,-0.232,-0.163,0.045,-0.119,med,low,low,low,low,low,low,high,low,med,high,NA
2022,Northeast,Mid-Atlantic,NJ,"Vineland, NJ",Vineland,"Vineland city, New Jersey","60,796",0.699,0.605,0.372,0.071,0.489,-0.588,-0.073,-0.371,-0.232,-0.163,0.045,-0.119,med,low,low,low,med high,med high,med,med,med,low,low,low
2022,Northeast,New England,MA,"Brockton, MA",Brockton,"Brockton city, Massachusetts","104,713",0.611,1.085,0.448,-0.607,0.111,0.559,-0.603,0.646,-0.232,-0.163,0.045,-0.12,med,low,low,low,med high,high,med,low,med,med high,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Edison, NJ",Edison,"Edison township, Middlesex County, New Jersey","107,018",-0.362,0.663,-0.404,-0.603,-0.468,-0.069,-0.733,0.544,-0.232,-0.163,0.045,-0.12,med,low,low,low,low,med high,low,low,low,low,low,med high
2022,Northeast,New England,RI,"Pawtucket, RI",Pawtucket,"Pawtucket city, Rhode Island","75,176",0.572,1.272,0.535,-0.868,0.614,0.062,-0.909,0.167,-0.192,-0.162,0.045,-0.12,med,low,low,low,med high,high,med high,low,med high,med,low,med
2022,Northeast,New England,ME,"Chebeague Island, ME",Chebeague Island,"Chebeague Island town, Cumberland County, Maine",597,-0.265,-0.705,0.026,0.463,-0.328, NA,0.658,-0.534,-0.232,-0.163,0.041,0.834,med,med high,low,low,low,low,med,med,low,NA,med high,low
2022,Northeast,New England,CT,"Noank, CT",Noank,"Noank CDP, Connecticut","1,708",-1.201,-0.687,-0.948,-0.174,-0.221,-0.957,0.332,-0.49,-0.085,0.045,0.041,0.154,med,med,low,med,low,low,low,low,low,low,med,low
2022,Northeast,New England,MA,"Manchester-By-The-Sea, MA",Manchester-By-The-Sea,"Manchester-by-the-Sea town, Essex County, Massachusetts","5,386",-0.897,-0.776,-0.877,-0.459,-1.156,-0.43,-0.228,1.177,-0.195,-0.146,0.041,-0.033,med,low,low,low,low,low,low,low,low,low,low,high
2022,Northeast,New England,ME,"Falmouth, ME",Falmouth,"Falmouth town, Cumberland County, Maine","12,504",-1.033,-0.545,-0.768,-0.205,-0.84,0.001,-0.157,0.124,-0.184,-0.156,0.031,-0.079,med,low,low,low,low,low,low,low,low,med,low,med
2022,Northeast,Mid-Atlantic,VA,"Westville, VA",Westville,"Westville district, Mathews County, Virginia","3,603",0.029,-0.531,-0.128,1.124,0.659,0.139,0.833, NA,-0.002,-0.008,0.013,0.016,med,med,low,low,med,low,low,high,med high,med,med high,NA
2022,Northeast,New England,MA,"Wareham/West Wareham/Onset, MA",Wareham,"Wareham town, Plymouth County, Massachusetts","23,192",-0.385,-0.663,-0.463,0.139,0.405,0.7,0.404,0.226,0.682,-0.084,0.004,-0.103,med,low,med high,low,low,low,low,med,med,med high,med,med
2022,Northeast,New England,ME,"Brunswick, ME",Brunswick,"Brunswick CDP, Maine","16,725",-0.449,-0.396,-0.343,-0.031,0.787,-0.505,0.257,-0.538,-0.106,-0.144,0.002,-0.089,med,low,low,low,low,low,low,low,med high,low,med,low
2022,Northeast,New England,ME,"Eastport, ME",Eastport,"Eastport city, Maine","1,211",-0.55,-0.821,-0.305,1.465,1.372,0.033,1.383,-2.969,-0.19,-0.119,0,0.293,med,med,low,low,low,low,low,high,high,med,high,low
2022,Northeast,New England,ME,"Mount Desert, ME",Mount Desert,"Mount Desert town, Hancock County, Maine","1,672",-0.893,-0.711,-0.918,-0.402,0.237,-0.259,-0.088,-1.436,-0.232,-0.163,-0.001,0.15,low,med,low,low,low,low,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,VA,"Quinby, VA",Quinby,"Quinby CDP, Virginia",298,0.065,-0.515,-0.38,1.256, NA, NA,0.181,-1.337,-0.232,-0.163,-0.019,1.579,low,high,low,low,med,low,low,high,NA,NA,med,low
2022,Northeast,Mid-Atlantic,DE,"Bowers, DE",Bowers,"Bowers town, Delaware",336,-0.25,-0.835,-0.783,1.915,0.819,0.129,1.661,-0.947,0.012,1.415,-0.024,1.253,low,high,med,high,low,low,low,high,med high,med,high,low
2022,Northeast,Mid-Atlantic,NY,"Greenport, NY",Greenport,"Greenport village, New York","2,569",-0.198,1.355,0.018,-0.232,-0.379,2.745,0.016,0.863,-0.232,-0.163,-0.03,0.005,low,med,low,low,low,high,med,low,low,high,med,med high
2022,Northeast,New England,RI,"Warwick, RI",Warwick,"Warwick city, Rhode Island","82,783",-0.263,-0.266,-0.342,-0.197,0.316,-0.128,-0.073,-0.292,0.866,-0.138,-0.03,-0.117,low,low,med high,low,low,low,low,low,med,low,low,low
2022,Northeast,New England,ME,"Blue Hill, ME",Blue Hill,"Blue Hill town, Hancock County, Maine","2,797",-0.494,-0.436,0.247,-0.151,1.034,-1.235,0.041,-1.567,-0.232,-0.163,-0.032,0.037,low,med,low,low,low,low,med,low,high,low,med,low
2022,Northeast,New England,ME,"Warren, ME",Warren,"Warren town, Knox County, Maine","4,873",-0.579,-0.805,-0.69,-0.579,0.822,-0.615,-0.652,-1.318,-0.232,-0.163,-0.032,-0.044,low,low,low,low,low,low,low,low,med high,low,low,low
2022,Northeast,Mid-Atlantic,DE,"Little Creek, DE",Little Creek,"Little Creek town, Delaware",272,1.232,-0.64,1.936,-0.786,0.686,0.258,-0.514,-0.912,-0.232,-0.163,-0.05,1.286,low,high,low,low,high,low,high,low,med high,med,low,low
2022,Northeast,New England,MA,"Swampscott, MA",Swampscott,"Swampscott CDP, Massachusetts","15,125",-0.531,0.213,-0.389,-0.804,-1.026,-0.117,-0.57,0.934,-0.232,-0.163,-0.05,-0.102,low,low,low,low,low,med,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Atlantic Highlands, NJ",Atlantic Highlands,"Atlantic Highlands borough, New Jersey","4,409",-0.632,-0.608,-0.691,-0.285,-0.789,0.268,-0.15,0.333,9.326,5.486,-0.052,-0.063,low,low,high,high,low,low,low,low,low,med,low,med
2022,Northeast,Mid-Atlantic,NJ,"Somers Point, NJ",Somers Point,"Somers Point city, New Jersey","10,482",0.474,-0.043,0.076,-0.371,0.264,-0.322,-0.321,-0.47,2.587,0.428,-0.052,-0.097,low,low,high,med,med,low,med,low,med,low,low,low
2022,Northeast,New England,ME,"Hancock, ME",Hancock,"Hancock town, Hancock County, Maine","2,483",-0.638,-0.602,-0.111,-0.106,1.024,-0.749,0.197,-1.944,-0.232,-0.163,-0.053,0.031,low,med,low,low,low,low,low,low,high,low,med,low
2022,Northeast,Mid-Atlantic,NJ,"Wildwood Crest, NJ",Wildwood Crest,"Wildwood Crest borough, New Jersey","3,104",-0.013,-0.767,-0.77,1.543,0.441,0.451,1.586,-0.354,-0.232,-0.163,-0.055,-0.04,low,low,low,low,low,low,low,high,med,med,high,low
2022,Northeast,Mid-Atlantic,VA,"Suffolk, VA",Suffolk,"Suffolk city, Virginia","94,856",0.051,-0.369,-0.133,-0.431,-0.003,0.455,-0.346,-0.38,-0.133,-0.161,-0.058,-0.119,low,low,low,low,med,low,low,low,low,med,low,low
2022,Northeast,Mid-Atlantic,NY,"Babylon, NY",Babylon,"Babylon village, New York","12,185",-0.792,-0.041,-0.923,-0.635,-1.313,0.559,-0.259,1.041,14.322,2.51,-0.059,-0.102,low,low,high,high,low,low,low,low,low,med high,low,high
2022,Southeast,Mid-Atlantic,NC,"Bayboro, NC",Bayboro,"Bayboro town, North Carolina","1,209",0.954,-0.496,1.76,1.939,1.645,-0.619,1.631,-1.333,-0.182,-0.064,-0.062,0.074,low,med,low,low,med high,low,high,high,high,low,high,low
2022,Northeast,Mid-Atlantic,NY,"Oak Beach, NY",Oak Beach,"Oak Beach CDP, New York",123,-1.336,-0.662, NA,-1.37, NA, NA,0.722, NA,-0.232,-0.163,-0.069,1.698,low,high,low,low,low,low,NA,low,NA,NA,med high,NA
2022,Northeast,Mid-Atlantic,NY,"Port Jefferson, NY",Port Jefferson,"Port Jefferson village, New York","7,990",-0.67,-0.084,-0.832,-0.182,-1.355,0.167,-0.03,0.784,4.89,1.555,-0.069,-0.094,low,low,high,high,low,low,low,low,low,med,low,med high
2022,Northeast,New England,ME,"North Haven, ME",North Haven,"North Haven town, Knox County, Maine",448,-0.823,-0.44,-0.202,-0.385,0.278,0.196,-0.196,-1.242,-0.232,-0.163,-0.074,0.481,low,med,low,low,low,low,low,low,med,med,low,low
2022,Northeast,New England,ME,"Biddeford, ME",Biddeford,"Biddeford city, Maine","22,438",-0.02,-0.536,0.147,-0.511,0.524,-0.019,-0.525,-0.242,0.611,-0.07,-0.074,-0.111,low,low,med high,low,low,low,med,low,med high,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Keyport, NJ",Keyport,"Keyport borough, New Jersey","7,188",0.092,0.821,-0.311,-0.103,0.292,-0.163,-0.076,0.267,1.441,0.411,-0.075,-0.093,low,low,high,med,med,med high,low,low,med,low,low,med
2022,Northeast,Mid-Atlantic,NY,"Center Moriches, NY",Center Moriches,"Center Moriches CDP, New York","7,890",-0.654,0.508,-0.668,-0.551,-1.073,1.047,-0.509,0.456,0.236,-0.005,-0.078,-0.096,low,low,med,low,low,med high,low,low,low,high,low,med
2022,Northeast,New England,CT,"East Lyme/Niantic, CT",East Lyme,"East Lyme town, New London County, Connecticut","18,600",-0.635,-0.446,-0.512,0.343,-0.286, NA,0.414,-0.451,0.93,-0.014,-0.078,-0.111,low,low,med high,low,low,low,low,med,low,NA,med,low
2022,Northeast,Mid-Atlantic,NY,"Lido Beach, NY",Lido Beach,"Lido Beach CDP, New York","2,615",-0.122,-0.25,-0.188,0.239,-1.786,-1.227,0.317,0.993,-0.232,-0.163,-0.079,-0.046,low,low,low,low,low,low,low,med,low,low,med,med high
2022,Northeast,Mid-Atlantic,NJ,"Manasquan, NJ",Manasquan,"Manasquan borough, New Jersey","5,921",-0.938,-0.587,-0.758,-0.673,-0.782,1.078,-0.398,0.711,1.162,0.135,-0.079,-0.088,low,low,high,med,low,low,low,low,low,high,low,med high
2022,Northeast,New England,ME,"Belfast, ME",Belfast,"Belfast city, Maine","6,953",0.008,-0.537,0.696,1.209,0.866,0.035,1.289,-1.557,-0.232,-0.163,-0.081,-0.089,low,low,low,low,med,low,med high,high,med high,med,high,low
2022,Northeast,Mid-Atlantic,NY,"Bay Shore, NY",Bay Shore,"Bay Shore CDP, New York","30,553",-0.101,1.81,-0.251,-0.507,-0.595,0.848,-0.411,0.963,0.903,-0.074,-0.081,-0.115,low,low,med high,low,low,high,low,low,low,med high,low,med high
2022,Northeast,Mid-Atlantic,DE,"Ocean View, DE",Ocean View,"Ocean View town, Delaware","2,660",-0.718,-0.882,0.069,1.512,-0.53,1.337,1.825,-1.149,-0.232,-0.163,-0.083,-0.05,low,low,low,low,low,low,med,high,low,high,high,low
2022,Northeast,New England,NH,"Exeter, NH",Exeter,"Exeter CDP, New Hampshire","9,918",-0.539,-0.476,-0.599,-0.944,0.534,-0.506,-0.425,0.191,-0.232,-0.163,-0.083,-0.102,low,low,low,low,low,low,low,low,med high,low,low,med
2022,Southeast,Mid-Atlantic,NC,"Belhaven, NC",Belhaven,"Belhaven town, North Carolina","1,378",2.549,-0.099,2.579,1.454,1.643,-0.878,0.898,-1.315,0.8,1.699,-0.086,0.011,low,med,med high,high,high,low,high,high,high,low,med high,low
2022,Northeast,New England,ME,"Lamoine, ME",Lamoine,"Lamoine town, Hancock County, Maine","1,929",-0.104,-0.545,-0.408,-0.722,0.648,-0.252,-0.321,-1.865,-0.232,-0.163,-0.086,0.008,low,med,low,low,low,low,low,low,med high,low,low,low
2022,Northeast,Mid-Atlantic,NY,"Mattituck, NY",Mattituck,"Mattituck CDP, New York","4,800",-0.608,-0.05,-0.881,0.195,-0.67,1.29,0.478,0.542,2.496,1.314,-0.086,-0.079,low,low,high,high,low,low,low,med,low,high,med,med high
2022,Northeast,New England,MA,"Newbury, MA",Newbury,"Newbury town, Essex County, Massachusetts","6,723",-0.772,-0.669,-0.606,-0.362,-1.124,0.597,0.115,0.716,-0.178,-0.147,-0.087,-0.087,low,low,low,low,low,low,low,low,low,med high,med,med high
2022,Northeast,Mid-Atlantic,VA,"Gloucester Point, VA",Gloucester Point,"Gloucester Point CDP, Virginia","11,016",0.073,-0.559,-0.257,0.043,0.715,-0.448,0.184,-0.502,0.199,-0.068,-0.09,-0.103,low,low,med,low,med,low,low,med,med high,low,med,low
2022,Northeast,New England,MA,"Rowley, MA",Rowley,"Rowley CDP, Massachusetts","1,642",-1.294,-0.545,-0.832,-0.71,-0.318,0.041,0.035,0.439,-0.232,-0.163,-0.097,-0.018,low,low,low,low,low,low,low,low,low,med,med,med
2022,Northeast,Mid-Atlantic,NJ,"Avalon, NJ",Avalon,"Avalon borough, New Jersey","1,459",-0.913,-0.828,-0.668,1.816,-1.051,1.608,1.939,0.742,1.715,3.022,-0.1,-0.017,low,low,high,high,low,low,low,high,low,high,high,med high
2022,Northeast,New England,MA,"East Dennis, MA",East Dennis,"East Dennis CDP, Massachusetts","3,711",-0.752,-0.733,-0.122,1.169, NA,0.492,1.98,-0.158,-0.232,-0.163,-0.1,-0.081,low,low,low,low,low,low,low,high,NA,med,high,low
2022,Northeast,New England,MA,"Winthrop Town, MA",Winthrop Town,"Winthrop Town city, Massachusetts","19,031",-0.481,0.838,-0.166,-0.733,-0.42, NA,-0.459,1.088,0.304,-0.088,-0.102,-0.113,low,low,med,low,low,med high,low,low,low,NA,low,high
2022,Northeast,New England,ME,"Franklin, ME",Franklin,"Franklin town, Hancock County, Maine","1,415",-0.18,-0.812,-0.39,0.21,1.068,-0.498,0.422,-2.064,-0.232,-0.163,-0.103,0.036,low,med,low,low,low,low,low,med,high,low,med,low
2022,Northeast,Mid-Atlantic,NJ,"Beach Haven, NJ",Beach Haven,"Beach Haven borough, New Jersey","1,061",-0.559,-0.417,-0.469,0.556,-1.043,2.25,0.71,0.529,-0.059,0.259,-0.103,0.015,low,med,low,med,low,low,low,med high,low,high,med high,med high
2022,Northeast,Mid-Atlantic,DE,"Dover, DE",Dover,"Dover city, Delaware","38,879",0.898,-0.174,0.831,-0.042,0.662,-0.918,-0.174,-0.868,-0.232,-0.163,-0.103,-0.118,low,low,low,low,med high,low,med high,low,med high,low,low,low
2022,Northeast,Mid-Atlantic,VA,"District 1/ Heathsville/Lottsburg (Northumberland County), VA",District 1 (Northumberland County),"District 1, Northumberland County, Virginia","2,571",-0.122,-0.728,0.552,0.8,1.197,-2.145,1.08, NA,-0.2,-0.133,-0.105,-0.058,low,low,low,low,low,low,med high,med high,high,low,high,NA
2022,Northeast,Mid-Atlantic,NY,"Moriches, NY",Moriches,"Moriches CDP, New York","2,626",-0.189,0.694,0.064,0.433,-0.451,-0.516,0.202,0.435,-0.232,-0.163,-0.109,-0.071,low,low,low,low,low,med high,med,med,low,low,med,med
2022,Northeast,New England,MA,"Kingston, MA",Kingston,"Kingston CDP, Massachusetts","6,090",-0.838,-0.735,-0.666,-0.796,-0.123,0.512,-0.314,0.241,-0.232,-0.163,-0.109,-0.098,low,low,low,low,low,low,low,low,low,med high,low,med
2022,Northeast,Mid-Atlantic,NJ,"Margate City, NJ",Margate City,"Margate City city, New Jersey","5,331",-0.726,-0.589,-0.624,0.312,-0.408,0.857,0.676,-0.075,0.085,-0.019,-0.11,-0.097,low,low,med,low,low,low,low,med,low,med high,med high,low
2022,Northeast,Mid-Atlantic,NJ,"Ocean City, NJ",Ocean City,"Ocean City city, New Jersey","11,260",-0.538,-0.685,-0.095,0.603,-0.117,0.748,0.861,-0.121,2.727,0.237,-0.11,-0.11,low,low,high,med,low,low,low,med high,low,med high,med high,low
2022,Northeast,New England,ME,"Sullivan, ME",Sullivan,"Sullivan town, Hancock County, Maine","1,515",0.056,-0.383,0.338,0.016,0.89,-0.055,0.032,-2.058,-0.232,-0.163,-0.111,0.005,low,med,low,low,med,low,med,med,med high,low,med,low
2022,Northeast,New England,MA,"Saugus, MA",Saugus,"Saugus CDP, Massachusetts","28,566",-0.34,0.258,-0.084,-0.316,-0.34,0.246,-0.082,0.598,-0.232,-0.163,-0.111,-0.117,low,low,low,low,low,med,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,VA,"District 2 (Accomack County), VA",District 2 (Accomack County),"District 2, Accomack County, Virginia","4,169",-0.089,-0.542,0.01,0.669,0.935,-0.755,0.874,-1.433,-0.232,-0.163,-0.112,-0.088,low,low,low,low,low,low,med,med high,med high,low,med high,low
2022,Southeast,Mid-Atlantic,NC,"Coinjock, NC",Coinjock,"Coinjock CDP, North Carolina",301,-0.036,-0.737,1.439,-1.457, NA, NA,-1.006,-1.137,-0.232,-0.163,-0.117,0.259,low,med,low,low,low,low,high,low,NA,NA,low,low
2022,Northeast,Mid-Atlantic,VA,"Irvington/Weems, VA",Irvington,"Irvington town, Virginia",519,-0.779,-0.764,-0.705,0.383,0.312,-0.597,0.599,-1.016,-0.232,-0.163,-0.117,0.212,low,med,low,low,low,low,low,med,med,low,med high,low
2022,Northeast,New England,ME,"West Bath, ME",West Bath,"West Bath town, Sagadahoc County, Maine","2,181",-0.106,-0.805,-0.724,-0.301,0.618,0.326,-0.081,-0.659,-0.232,-0.163,-0.117,-0.041,low,low,low,low,low,low,low,low,med high,med,low,low
2022,Northeast,New England,ME,"Brooklin, ME",Brooklin,"Brooklin town, Hancock County, Maine",745,-0.591,-0.586,-0.851,-0.029,0.806,-0.832,0.328,-1.609,-0.232,-0.163,-0.12,0.089,low,med,low,low,low,low,low,low,med high,low,med,low
2022,Northeast,Mid-Atlantic,NY,"East Islip, NY",East Islip,"East Islip CDP, New York","13,576",-0.727,0.092,-0.811,-0.04,-1.182,0.27,0.08,0.879,-0.173,-0.152,-0.12,-0.114,low,low,low,low,low,med,low,low,low,med,med,med high
2022,Northeast,Mid-Atlantic,NY,"Nesconset, NY",Nesconset,"Nesconset CDP, New York","13,549",-0.725,-0.269,-0.642,-0.345,-1.862,0.055,-0.557,0.96,-0.232,-0.163,-0.12,-0.114,low,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,New England,ME,"Orland, ME",Orland,"Orland town, Hancock County, Maine","1,952",-0.442,-0.84,-0.634,-0.027,1.088,-0.346,0.132,-1.783,-0.232,-0.163,-0.121,-0.04,low,low,low,low,low,low,low,low,high,low,med,low
2022,Northeast,New England,ME,"Calais, ME",Calais,"Calais city, Maine","3,078",0.588,-0.416,0.563,0.433,1.21,-1.417,0.519,-3.005,-0.232,-0.163,-0.121,-0.085,low,low,low,low,med high,low,med high,med,high,low,med high,low
