"Time","Value","EPU","Source","Var","Units"
1971,-1.62359734727991,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1971,-0.694223949473357,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1971,-1.13946441949385,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1971,-0.985465163364673,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1971,-1.51860434494572,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1971,-0.58877433326344,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1971,-0.91518809276628,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1971,-0.799313185769991,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1972,0.528538850239988,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1972,-0.70315777898778,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1972,-1.11755545753462,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1972,-0.540389736678893,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1972,-0.270723101167579,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1972,-0.729823585231721,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1972,-0.964019790458815,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1972,-1.07204405612375,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1972,-1.51222095710236,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1972,-0.465602456105039,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1972,-0.899645160456955,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1972,-0.751116639805033,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1972,-1.21092408816682,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1972,-0.121768130357633,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1972,-0.349054874690401,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1972,-0.480657557228389,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1973,-0.300977223702107,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1973,-0.95021452133988,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1973,-1.83114925370895,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1973,-0.287060705097026,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1973,-0.777435585517862,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1973,-0.543336987131815,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1973,-0.882761324938453,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1973,-0.906170552197674,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1973,-1.32332649977749,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1973,-0.483423440545755,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1973,-1.09138652869615,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1973,-0.958135496833489,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1973,-1.28447642613855,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1973,-0.478716574139137,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1973,-0.723128858036994,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1973,-1.00578012856148,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1974,1.14233504893804,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1974,0.353660728606208,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1974,-0.550472513789593,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1974,-0.656097309582345,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1974,-0.0461787974818888,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1974,-0.163416829464182,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1974,-0.445792351729857,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1974,-0.245728032158789,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1974,-1.06698924391543,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1974,0.12366653319828,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1974,-0.384171746386336,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1974,-0.197165593248087,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1974,-0.451208021973629,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1974,0.540160010859127,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1974,0.914165429427783,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1974,0.891030506747951,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1975,0.764083593043415,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1975,-1.11248790746101,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1975,-1.96414449562476,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1975,0.687809430031985,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1975,-0.0817470206538058,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1975,-0.431404028825177,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1975,-0.120477995500803,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1975,0.261237553841081,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1975,0.813626757175544,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1975,0.686521330322472,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1975,0.44440015644359,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1975,0.297124882332093,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1975,0.464382284575821,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1975,0.456766295148984,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1975,0.229369439367371,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1975,0.149371046663321,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1976,0.97082173128095,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1976,0.213811681035674,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1976,-1.21591454642446,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1976,-1.64775454444672,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1976,-0.191600982533326,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1976,-0.118398018475997,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1976,-0.346672226732865,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1976,-1.2340608066598,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1976,0.42322221863549,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1976,1.25523461986539,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1976,0.977463455939027,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1976,0.739654205510056,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1976,0.355291183864684,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1976,0.858510953606046,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1976,0.879491116419789,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1976,1.08938125879022,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1977,-2.00931138650838,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1977,-1.08711427432669,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1977,-2.20505183654195,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1977,-0.165635271127256,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1977,-1.36741804573181,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1977,-0.595963571394005,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1977,-0.401338614185841,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1977,-0.404517165559509,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1977,-0.844886479898808,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1977,-0.80227858274614,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1977,-0.727224121207397,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1977,-0.61165457319658,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1977,-0.547431119800918,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1977,-0.0366931616905566,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1977,0.0178364454841553,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1977,-0.322437202298753,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1978,-0.368721577534449,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1978,-0.490493099537956,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1978,-1.73748044616907,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1978,0.0313187116491509,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1978,-0.798093325397778,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1978,-1.01535122941224,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1978,-0.881125447497988,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1978,-0.378144846235418,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1978,-1.12758604086418,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1978,-1.0106245842809,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1978,-1.1720216710103,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1978,-1.18373675206544,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1978,-0.732925486448018,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1978,-0.580850537787568,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1978,-0.326676290881917,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1978,-0.170809005366891,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1979,-0.585705045401659,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1979,-1.63887371705503,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1979,-2.84780647410132,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1979,-1.08249266211261,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1979,-1.23247995180596,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1979,-1.47868866745567,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1979,-1.36057391162085,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1979,-1.33238571266133,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1979,-1.21236298452176,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1979,-0.981026870325583,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1979,-1.11965417019583,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1979,-1.02614319588068,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1979,-0.738682991576089,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1979,-0.837018548585693,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1979,-0.425117258654968,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1979,-0.4049172469322,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1980,-1.14936047969647,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1980,-1.97650903712348,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1980,-3.23371305331852,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1980,-1.8387051076258,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1980,-1.20006916857337,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1980,-0.834371888569162,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1980,-0.73476855434596,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1980,-1.55018544186795,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1980,-0.959190776288155,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1980,-0.868252396543268,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1980,-0.831241657595748,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1980,-0.734008154259833,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1980,-0.275521339667032,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1980,-0.294228256737132,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1980,0.504759107132211,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1980,0.391036812192688,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1981,-2.09518077697494,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1981,-1.54960420076631,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1981,-2.58570375256033,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1981,-1.84582245058294,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1981,-1.62804250858574,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1981,-0.938177360711473,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1981,-0.715292593382108,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1981,-1.36541295008271,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1981,-1.78613325915597,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1981,-1.18473443674468,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1981,-1.00026253721233,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1981,-1.00339228855671,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1981,-0.60856005165938,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1981,0.0158172081177756,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1981,-0.0306006852189462,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1981,0.109861099560399,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1982,-1.35367193116199,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1982,-1.1421137124905,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1982,-2.01171911598116,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1982,0.287590528141298,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1982,-1.31363696664321,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1982,-1.24969845358992,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1982,-0.74828250692374,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1982,-0.747451805898883,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1982,-1.21369708254239,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1982,-1.10018726691151,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1982,-1.30605532713837,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1982,-1.3469009150528,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1982,-0.120400106727957,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1982,-0.513635317316264,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1982,-0.67683964999325,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1982,-1.02387554370432,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1983,0.61126892868279,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1983,-0.468047907627378,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1983,-1.30742071531576,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1983,0.346142095673704,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1983,0.213259028373198,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1983,-0.285408925027236,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1983,-0.925546392055931,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1983,-1.11560882944107,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1983,-1.29688655495385,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1983,-0.778110421730669,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1983,-0.901850347564758,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1983,-0.840321470043173,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1983,-0.827330331764817,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1983,-0.557226446708749,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1983,-0.342588117598469,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1983,-0.647592498090571,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1984,-0.239481953413077,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1984,-2.09145861878731,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1984,-3.34144836305805,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1984,-0.670379855621331,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1984,-0.691261350521898,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1984,-0.886101045435683,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1984,-0.921701111272061,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1984,-1.01080301952817,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1984,-0.637887085492456,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1984,-0.0346300129187727,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1984,-0.179585305697511,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1984,-0.166780206330341,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1984,-0.222094726963384,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1984,-0.287906820164208,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1984,0.309292045384224,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1984,0.305958473338157,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1985,-0.0850714917382938,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1985,0.0151190461577588,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1985,-1.45252003668968,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1985,1.48886053367899,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1985,-0.0951636922578833,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1985,-0.117366541331788,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1985,-0.365733196341015,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1985,0.15706894091997,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1985,-0.500360038597831,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1985,-0.193800987188032,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1985,-0.125814052581042,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1985,-0.0611701857114184,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1985,0.568599971621936,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1985,0.33116498366594,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1985,0.604575548589033,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1985,0.479646916439027,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1986,0.660360349799971,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1986,0.773096063390357,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1986,-0.625758116776778,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1986,1.07370337841028,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1986,0.0127725479163949,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1986,0.262618975890532,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1986,-0.399725436954451,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1986,-0.203887797399878,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1986,-0.166523217109701,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1986,0.192077473883815,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1986,0.0880148596500963,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1986,0.0953145584724497,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1986,0.134326560315762,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1986,0.445601754232743,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1986,0.399906959473828,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1986,0.25508449672397,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1987,-0.242439063830479,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1987,-0.807163533690959,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1987,-1.93604401116527,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1987,-0.0700232154728599,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1987,-0.506278359557377,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1987,-0.632861729426368,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1987,-1.24614789446912,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1987,-1.50533900888049,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1987,-0.310586850874415,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1987,-0.387395710079509,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1987,-0.352671320709297,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1987,-0.378088845455463,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1987,-0.262034620955109,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1987,-0.759007042650125,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1987,-0.494269344273055,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1987,-0.33555806271074,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1988,-0.38118864835559,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1988,-0.739120418355753,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1988,-2.37557873543508,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1988,-0.276541357176093,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1988,-0.830008230581861,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1988,-1.01804370292848,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1988,-1.22727302823063,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1988,-1.45285892102822,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1988,-0.271590894842224,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1988,0.0690977311280312,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1988,-0.00275769305366946,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1988,-0.0949271228650135,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1988,-0.0475222407628717,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1988,0.0640719268017547,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1988,-0.230705594874815,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1988,-0.709290909057644,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1989,-0.396751491124443,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1989,-0.298789003596479,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1989,-1.76068088577587,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1989,-0.246762720443284,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1989,-0.8476839077891,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1989,-0.58021257090288,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1989,-1.1109100339773,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1989,-1.00105109362915,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1989,-0.511883075149342,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1989,-0.663764276136228,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1989,-0.558418016359691,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1989,-0.572786559706386,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1989,-1.00140542470421,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1989,-0.293205607265135,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1989,-0.0206871807325815,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1989,-0.0219268228274903,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1990,0.414762637896658,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1990,0.906621378896428,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1990,-0.897868198591436,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1990,-0.314359924375507,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1990,-0.733161852952282,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1990,-0.178242175420691,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1990,-0.870657072821865,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1990,-0.921824800015568,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1990,-0.457225228033795,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1990,-0.301887531163032,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
1990,-0.325305191487562,"GOM","ROMS","Summer_Bottom Temp Anomaly","degree C"
1990,-0.210454168940279,"GOM","ROMS","Fall_Bottom Temp Anomaly","degree C"
1990,-0.58607494227003,"SS","ROMS","Winter_Bottom Temp Anomaly","degree C"
1990,0.0444827005239441,"SS","ROMS","Spring_Bottom Temp Anomaly","degree C"
1990,0.405146242738216,"SS","ROMS","Summer_Bottom Temp Anomaly","degree C"
1990,0.329190984042885,"SS","ROMS","Fall_Bottom Temp Anomaly","degree C"
1991,0.547684294908111,"MAB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1991,0.591895174919999,"MAB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1991,-1.40831197317241,"MAB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1991,0.70179867969968,"MAB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1991,0.314280916055402,"GB","ROMS","Winter_Bottom Temp Anomaly","degree C"
1991,0.472576178501238,"GB","ROMS","Spring_Bottom Temp Anomaly","degree C"
1991,-0.0911082189026384,"GB","ROMS","Summer_Bottom Temp Anomaly","degree C"
1991,0.0154619161227245,"GB","ROMS","Fall_Bottom Temp Anomaly","degree C"
1991,-0.105088938716263,"GOM","ROMS","Winter_Bottom Temp Anomaly","degree C"
1991,0.0592019014218099,"GOM","ROMS","Spring_Bottom Temp Anomaly","degree C"
